YCabinID,Carrier,Departure,Destination,YPrice,Miles,BeginDate
34,MU,CAN,NKG,1180,1255,2009-06-01 00:00:00.000
35,SC,TNA,URC,2380,3206,2009-06-23 00:00:00.000
36,CZ,BAV,XMN,1910,1910,2009-07-01 00:00:00.000
37,CZ,URC,NNG,2550,3459,2009-07-02 00:00:00.000
38,CZ,CAN,JZH,1940,1640,2009-07-01 00:00:00.000
39,CZ,HLD,CAN,3000,3000,2009-07-01 00:00:00.000
40,CZ,CAN,HLD,3000,3000,2009-07-01 00:00:00.000
41,ZH,CAN,HLD,3000,3000,2009-07-01 00:00:00.000
42,ZH,HLD,CAN,3000,3000,2009-07-01 00:00:00.000
43,FM,WXN,WNZ,1400,1229,2009-07-01 00:00:00.000
44,FM,WNZ,WXN,1400,1229,2009-07-01 00:00:00.000
45,MU,SZX,UYN,2360,2360,2009-07-01 00:00:00.000
46,MU,UYN,SZX,2360,2360,2009-07-01 00:00:00.000
47,ZH,LJG,NNG,1050,1050,2009-07-15 00:00:00.000
48,ZH,NNG,LJG,1050,1050,2009-07-15 00:00:00.000
49,HU,ENH,HAK,1430,1430,2009-07-01 00:00:00.000
50,CZ,JZH,CAN,1940,1640,2009-07-01 00:00:00.000
51,FM,HLD,SHA,2400,2400,2009-07-25 00:00:00.000
52,MU,HLD,PVG,2400,2400,2009-07-25 00:00:00.000
53,MU,PVG,HLD,2400,2400,2009-07-25 00:00:00.000
54,FM,SHA,HLD,2400,2400,2009-07-25 00:00:00.000
55,CZ,WUH,HLD,2600,2450,2009-08-01 00:00:00.000
56,CZ,HLD,WUH,2600,2450,2009-08-01 00:00:00.000
59,CA,HLD,HET,2280,1402,2009-08-12 00:00:00.000
60,CA,HET,HLD,2280,1402,2009-08-12 00:00:00.000
61,CA,HET,CIF,1170,639,2009-08-15 00:00:00.000
62,CZ,CTU,XIC,700,387,2009-08-18 00:00:00.000
63,MU,LUM,KMG,1000,470,2009-08-18 00:00:00.000
64,MU,KMG,LUM,1000,470,2009-08-19 00:00:00.000
65,8L,LUM,KMG,1000,470,2009-08-19 00:00:00.000
67,MU,PVG,WNZ,1010,418,2009-08-20 00:00:00.000
68,MU,WNZ,PVG,1010,418,2009-08-20 00:00:00.000
69,HO,PVG,WNZ,920,418,2009-08-20 00:00:00.000
70,HO,WNZ,PVG,920,418,2009-08-20 00:00:00.000
71,8L,TCZ,KMG,800,429,2009-09-02 00:00:00.000
72,8L,KMG,TCZ,800,429,2009-09-02 00:00:00.000
77,8L,TCZ,KMG,880,429,2009-09-12 00:00:00.000
78,8L,KMG,TCZ,1000,429,2009-09-12 00:00:00.000
79,MU,GOQ,XNN,1110,642,2009-09-03 00:00:00.000
80,MU,XNN,GOQ,1110,642,2009-09-03 00:00:00.000
81,8L,DLU,KMG,800,275,2009-09-13 00:00:00.000
82,MU,KMG,JHG,990,450,2009-09-18 00:00:00.000
83,MU,JHG,KMG,990,450,2009-09-18 00:00:00.000
84,8L,KMG,JHG,990,450,2009-09-13 00:00:00.000
85,8L,JHG,KMG,990,450,2009-09-13 00:00:00.000
90,CZ,ENH,WUH,800,479,2009-09-30 00:00:00.000
91,MU,ENH,WUH,660,479,2009-09-05 00:00:00.000
93,MU,ENH,WUH,800,479,2009-09-24 00:00:00.000
94,MU,WUH,ENH,800,479,2009-09-24 00:00:00.000
96,KN,HLD,PEK,1150,1313,2009-09-14 00:00:00.000
97,KN,PEK,HLD,1150,1313,2009-09-14 00:00:00.000
98,8L,KMG,LUM,1000,470,2009-09-13 00:00:00.000
99,ZH,ZUH,CGO,1450,1520,2009-09-14 00:00:00.000
100,ZH,CGO,ZUH,1450,1520,2009-09-14 00:00:00.000
101,CZ,DAT,CAN,1630,1887,2009-09-18 00:00:00.000
102,CZ,CAN,DAT,1630,1887,2009-09-18 00:00:00.000
103,CZ,DQA,CAN,2600,2991,2009-09-18 00:00:00.000
104,CZ,CAN,DQA,2600,2991,2009-09-18 00:00:00.000
105,CZ,NNG,BAV,2130,2130,2009-09-20 00:00:00.000
106,CZ,BAV,NNG,2130,2130,2009-09-20 00:00:00.000
107,CZ,CAN,HFE,1040,1105,2009-09-26 00:00:00.000
108,CZ,WUH,ENH,800,479,2009-09-30 00:00:00.000
110,MU,KMG,DIG,990,552,2009-10-01 00:00:00.000
111,MU,DIG,KMG,990,552,2009-10-01 00:00:00.000
112,CZ,TSN,DLC,750,759,2009-09-26 00:00:00.000
113,CZ,DLC,TSN,750,759,2009-09-26 00:00:00.000
114,HU,TYN,SHA,1200,1238,2009-10-11 00:00:00.000
115,HU,SHA,TYN,1200,1238,2009-10-11 00:00:00.000
116,CA,PEK,ZUH,1940,2098,2009-10-01 00:00:00.000
117,CA,ZUH,PEK,1940,2098,2009-10-01 00:00:00.000
118,HU,CKG,SYX,1310,1517,2009-10-24 00:00:00.000
119,HU,SYX,CKG,1310,1517,2009-10-24 00:00:00.000
120,CZ,CAN,CTU,1300,1390,2009-10-03 00:00:00.000
121,CZ,CTU,CAN,1300,1390,2009-10-03 00:00:00.000
122,CZ,HAK,WUH,1350,1379,2009-10-03 00:00:00.000
123,CZ,WUH,HAK,1350,1379,2009-10-03 00:00:00.000
124,MU,WUH,WNZ,800,750,2009-10-04 00:00:00.000
125,MU,WNZ,WUH,800,750,2009-10-04 00:00:00.000
126,CA,CAN,WNZ,1050,1015,2009-09-26 00:00:00.000
127,CA,WNZ,CAN,1050,1015,2009-09-26 00:00:00.000
128,CZ,WNZ,CAN,1050,1015,2009-09-27 00:00:00.000
129,CZ,CAN,WNZ,1050,1015,2009-09-27 00:00:00.000
130,CA,WUH,CAN,930,873,2009-10-13 00:00:00.000
131,CA,CAN,WUH,930,873,2009-10-13 00:00:00.000
132,CZ,CAN,CGO,1350,1389,2009-09-25 00:00:00.000
133,CZ,CGO,CAN,1350,1389,2009-09-25 00:00:00.000
134,HU,KMG,XIY,1280,1268,2010-05-01 00:00:00.000
135,HU,XIY,KMG,1280,1268,2009-09-29 00:00:00.000
136,HU,PEK,NGB,1180,1338,2009-10-02 00:00:00.000
137,HU,NGB,PEK,1180,1338,2009-10-02 00:00:00.000
138,ZH,SZX,NNG,890,651,2009-09-25 00:00:00.000
139,ZH,NNG,SZX,890,651,2009-09-25 00:00:00.000
140,ZH,CAN,WUH,930,873,2009-10-10 00:00:00.000
141,ZH,WUH,CAN,930,873,2009-10-10 00:00:00.000
142,HU,XIY,URC,2050,2306,2009-09-27 00:00:00.000
143,HU,URC,XIY,2050,2306,2009-09-27 00:00:00.000
144,HU,CTU,XIY,630,647,2009-09-29 00:00:00.000
145,HU,XIY,CTU,630,647,2009-09-29 00:00:00.000
146,CZ,CSX,CAN,690,620,2009-09-25 00:00:00.000
147,CZ,CAN,CSX,690,620,2009-09-25 00:00:00.000
148,8L,DLC,KMG,2040,2597,2009-09-26 00:00:00.000
149,8L,KMG,DLC,2040,2597,2009-09-26 00:00:00.000
150,ZH,DLC,CAN,2050,2285,2009-09-29 00:00:00.000
151,ZH,CAN,DLC,2050,2285,2009-09-29 00:00:00.000
152,CZ,SHA,CGO,800,887,2009-10-06 00:00:00.000
153,CZ,CGO,SHA,800,887,2009-10-06 00:00:00.000
154,HU,XIY,JZH,730,730,2009-10-09 00:00:00.000
155,HU,JZH,XIY,730,730,2009-10-09 00:00:00.000
156,CZ,CAN,TNA,1590,1664,2009-10-01 00:00:00.000
157,CZ,TNA,CAN,1590,1664,2009-10-01 00:00:00.000
158,MF,FOC,CTU,1660,1771,2009-09-26 00:00:00.000
159,MF,CTU,FOC,1660,1771,2009-09-26 00:00:00.000
160,MF,XMN,CKG,1450,1516,2009-09-30 00:00:00.000
161,MF,CKG,XMN,1450,1516,2009-09-30 00:00:00.000
162,HU,TYN,NKG,880,974,2009-09-29 00:00:00.000
163,HU,NKG,TYN,880,974,2009-09-29 00:00:00.000
164,CZ,XIY,SHE,1500,1683,2009-09-28 00:00:00.000
165,CZ,SHE,XIY,1500,1683,2009-09-28 00:00:00.000
166,CZ,NKG,SHE,1460,1630,2009-09-30 00:00:00.000
167,CZ,SHE,NKG,1460,1630,2009-09-30 00:00:00.000
168,ZH,CAN,WUX,1280,1365,2009-09-25 00:00:00.000
169,ZH,WUX,CAN,1280,1365,2009-09-25 00:00:00.000
170,CZ,CKG,KMG,710,649,2009-09-25 00:00:00.000
171,CZ,KMG,CKG,710,649,2009-09-25 00:00:00.000
172,MU,WUH,PVG,810,761,2009-10-01 00:00:00.000
173,MU,PVG,WUH,810,761,2009-10-01 00:00:00.000
174,MU,KMG,LZO,710,530,2009-09-25 00:00:00.000
175,MU,LZO,KMG,710,530,2009-09-25 00:00:00.000
176,8L,CTU,KMG,990,744,2009-09-25 00:00:00.000
177,8L,KMG,CTU,990,744,2009-09-25 00:00:00.000
178,3U,CTU,PVG,1610,1782,2009-09-25 00:00:00.000
179,3U,PVG,CTU,1610,1782,2009-09-25 00:00:00.000
180,CZ,XIY,CSX,890,955,2009-10-03 00:00:00.000
181,CZ,CSX,XIY,890,955,2009-10-03 00:00:00.000
182,ZH,XIY,XNN,650,721,2009-09-25 00:00:00.000
183,ZH,XNN,XIY,650,721,2009-09-25 00:00:00.000
184,MU,PEK,SHA,1130,1178,2009-09-25 00:00:00.000
185,MU,SHA,PEK,1130,1178,2009-09-25 00:00:00.000
186,CZ,KWE,PEK,1730,2039,2009-09-27 00:00:00.000
187,CZ,PEK,KWE,1730,2039,2009-09-27 00:00:00.000
188,MU,WNZ,PEK,1550,1596,2009-09-27 00:00:00.000
189,MU,PEK,WNZ,1550,1596,2009-09-27 00:00:00.000
190,CA,PEK,TAO,710,646,2009-09-26 00:00:00.000
191,CA,TAO,PEK,710,646,2009-09-26 00:00:00.000
192,MU,TYN,SHA,1200,1238,2009-09-25 00:00:00.000
193,MU,SHA,TYN,1200,1238,2009-09-25 00:00:00.000
194,HO,PVG,DLC,1060,1051,2009-09-29 00:00:00.000
195,HO,DLC,PVG,1060,1051,2009-09-29 00:00:00.000
196,BK,TSN,CTU,1540,1640,2009-10-09 00:00:00.000
197,BK,CTU,TSN,1540,1640,2009-10-09 00:00:00.000
198,FM,TAO,YNJ,1190,1223,2009-09-26 00:00:00.000
199,FM,YNJ,TAO,1190,1223,2009-09-26 00:00:00.000
200,SC,TAO,DLC,540,358,2009-09-29 00:00:00.000
201,SC,DLC,TAO,540,358,2009-09-29 00:00:00.000
202,CA,PEK,CSX,1210,1446,2009-09-27 00:00:00.000
203,CA,CSX,PEK,1210,1446,2009-09-27 00:00:00.000
204,MU,SHA,TAO,740,693,2009-09-28 00:00:00.000
205,MU,TAO,SHA,740,693,2009-09-28 00:00:00.000
206,HU,DLC,WUH,1300,1460,2009-10-24 00:00:00.000
207,HU,WUH,DLC,1300,1460,2009-10-24 00:00:00.000
208,CZ,SYX,NGB,1880,1943,2009-09-30 00:00:00.000
209,CZ,NGB,SYX,1880,1943,2009-09-30 00:00:00.000
210,CZ,CAN,DLC,2050,2285,2009-09-25 00:00:00.000
211,CZ,DLC,CAN,2050,2285,2009-09-25 00:00:00.000
212,CZ,DLC,PEK,710,579,2009-09-25 00:00:00.000
213,CZ,PEK,DLC,710,579,2009-09-25 00:00:00.000
214,CZ,NNG,CAN,730,728,2009-09-25 00:00:00.000
215,CZ,CAN,NNG,730,728,2009-09-25 00:00:00.000
216,CA,SHA,PEK,1130,1178,2009-09-26 00:00:00.000
217,CA,PEK,SHA,1130,1178,2009-09-26 00:00:00.000
218,CA,HGH,INC,1580,1746,2009-09-27 00:00:00.000
219,CA,INC,HGH,1580,1746,2009-09-27 00:00:00.000
220,CZ,CSX,PEK,1210,1446,2009-09-29 00:00:00.000
221,CZ,PEK,CSX,1210,1446,2009-09-29 00:00:00.000
222,ZH,KMG,KWE,440,449,2009-09-28 00:00:00.000
223,ZH,KWE,KMG,440,449,2009-09-28 00:00:00.000
224,PN,WUH,FOC,780,780,2009-10-01 00:00:00.000
225,PN,FOC,WUH,780,780,2009-10-01 00:00:00.000
226,HU,PEK,WNZ,1550,1596,2009-09-25 00:00:00.000
227,HU,WNZ,PEK,1550,1596,2009-09-25 00:00:00.000
228,HU,CAN,DLC,2050,2285,2009-10-01 00:00:00.000
229,HU,DLC,CAN,2050,2285,2009-10-01 00:00:00.000
230,MU,CKG,NGB,1540,1556,2009-10-02 00:00:00.000
231,MU,NGB,CKG,1540,1556,2009-10-02 00:00:00.000
232,HU,SZX,NGB,1160,1237,2009-09-27 00:00:00.000
233,HU,NGB,SZX,1160,1237,2009-09-27 00:00:00.000
234,3U,PZI,CTU,990,700,2009-09-25 00:00:00.000
235,3U,CTU,PZI,990,700,2009-09-25 00:00:00.000
236,HU,NKG,DLC,930,910,2009-10-07 00:00:00.000
237,HU,DLC,NKG,930,910,2009-10-07 00:00:00.000
238,MU,SZX,NKG,1380,1526,2009-09-25 00:00:00.000
239,MU,NKG,SZX,1380,1526,2009-09-25 00:00:00.000
240,3U,NGB,CKG,1540,1556,2009-09-30 00:00:00.000
241,3U,CKG,NGB,1540,1556,2009-09-30 00:00:00.000
242,MU,PEK,HGH,1150,1200,2009-10-01 00:00:00.000
243,MU,HGH,PEK,1150,1200,2009-10-01 00:00:00.000
244,CZ,DLC,CSX,1450,1819,2009-09-27 00:00:00.000
245,CZ,CSX,DLC,1450,1819,2009-09-27 00:00:00.000
246,MU,NKG,PEK,1010,981,2009-09-27 00:00:00.000
247,MU,PEK,NKG,1010,981,2009-09-27 00:00:00.000
248,MF,WUH,TSN,950,1082,2009-09-30 00:00:00.000
249,MF,TSN,WUH,950,1082,2009-09-30 00:00:00.000
250,JD,XMN,CSX,860,873,2009-10-01 00:00:00.000
251,JD,CSX,XMN,860,873,2009-10-01 00:00:00.000
252,KN,NAY,CSX,1210,1446,2009-09-27 00:00:00.000
253,KN,CSX,NAY,1210,1446,2009-09-27 00:00:00.000
254,CA,CAN,TSN,1700,1910,2009-10-07 00:00:00.000
255,CA,TSN,CAN,1700,1910,2009-10-07 00:00:00.000
256,ZH,SZX,KHN,850,753,2009-10-08 00:00:00.000
257,ZH,KHN,SZX,850,753,2009-10-08 00:00:00.000
258,MU,SHA,SZX,1400,1343,2009-09-25 00:00:00.000
259,MU,SZX,SHA,1400,1343,2009-09-25 00:00:00.000
260,FM,TAO,MDG,1260,1303,2009-09-30 00:00:00.000
261,FM,MDG,TAO,1260,1303,2009-09-30 00:00:00.000
262,HU,PEK,KMG,1810,2266,2009-10-05 00:00:00.000
263,HU,KMG,PEK,1810,2266,2009-10-05 00:00:00.000
264,CZ,PEK,ZUH,1940,2098,2009-09-25 00:00:00.000
265,CZ,ZUH,PEK,1940,2098,2009-09-25 00:00:00.000
266,HU,CAN,TYN,1430,1722,2009-09-25 00:00:00.000
267,HU,TYN,CAN,1430,1722,2009-09-25 00:00:00.000
268,ZH,NKG,CAN,1180,1255,2009-09-30 00:00:00.000
269,ZH,CAN,NKG,1180,1255,2009-09-30 00:00:00.000
270,FM,TYN,SHA,1200,1238,2009-10-01 00:00:00.000
271,FM,SHA,TYN,1200,1238,2009-10-01 00:00:00.000
272,MF,FOC,SZX,990,750,2009-09-28 00:00:00.000
273,MF,SZX,FOC,990,750,2009-09-28 00:00:00.000
274,HO,PVG,XMN,960,878,2009-10-02 00:00:00.000
275,HO,XMN,PVG,960,878,2009-10-02 00:00:00.000
276,ZH,SHA,NNG,1660,1750,2009-09-23 00:00:00.000
277,ZH,NNG,SHA,1660,1750,2009-09-23 00:00:00.000
278,CZ,TAO,CAN,1780,1867,2009-10-03 00:00:00.000
279,CZ,CAN,TAO,1780,1867,2009-10-03 00:00:00.000
280,CZ,CSX,CTU,910,940,2009-09-30 00:00:00.000
281,CZ,CTU,CSX,910,940,2009-09-30 00:00:00.000
282,ZH,XMN,CZX,1000,989,2009-09-28 00:00:00.000
283,ZH,CZX,XMN,1000,989,2009-09-28 00:00:00.000
284,HU,PEK,HGH,1150,1200,2009-10-01 00:00:00.000
285,HU,HGH,PEK,1150,1200,2009-10-01 00:00:00.000
286,ZH,SZX,FOC,990,750,2009-09-27 00:00:00.000
287,ZH,FOC,SZX,990,750,2009-09-27 00:00:00.000
288,GS,CSX,HGH,800,805,2009-09-25 00:00:00.000
289,GS,HGH,CSX,800,805,2009-09-25 00:00:00.000
290,ZH,CSX,FOC,700,743,2009-10-07 00:00:00.000
291,ZH,FOC,CSX,700,743,2009-10-07 00:00:00.000
292,CZ,SHA,CAN,1280,1308,2009-10-03 00:00:00.000
293,CZ,CAN,SHA,1280,1308,2009-10-03 00:00:00.000
294,MU,WNZ,SHA,1010,418,2009-09-25 00:00:00.000
295,MU,SHA,WNZ,1040,418,2009-09-25 00:00:00.000
296,CA,NKG,PEK,1010,981,2009-10-09 00:00:00.000
297,CA,PEK,NKG,1010,981,2009-10-09 00:00:00.000
298,CZ,WUH,PEK,1080,1133,2009-09-25 00:00:00.000
299,CZ,PEK,WUH,1080,1133,2009-09-25 00:00:00.000
300,MU,CAN,HGH,1050,1099,2009-09-26 00:00:00.000
301,MU,HGH,CAN,1050,1099,2009-09-26 00:00:00.000
302,CZ,URC,CAN,2840,3836,2009-09-27 00:00:00.000
303,CZ,CAN,URC,2840,3836,2009-09-27 00:00:00.000
304,CZ,TAO,HRB,950,1111,2009-09-25 00:00:00.000
305,CZ,HRB,TAO,950,1111,2009-09-25 00:00:00.000
306,ZH,XIY,CAN,1490,1528,2009-10-13 00:00:00.000
307,ZH,CAN,XIY,1490,1528,2009-10-13 00:00:00.000
308,CA,PEK,CKG,1560,1640,2009-10-04 00:00:00.000
309,CA,CKG,PEK,1560,1640,2009-10-04 00:00:00.000
310,GS,XIL,HET,800,501,2009-09-25 00:00:00.000
311,GS,HET,XIL,800,501,2009-09-25 00:00:00.000
312,CA,CAN,DAX,1000,1060,2009-10-10 00:00:00.000
313,CA,DAX,CAN,1000,1060,2009-10-10 00:00:00.000
314,CZ,TYN,WUH,980,866,2009-10-01 00:00:00.000
315,CZ,WUH,TYN,980,866,2009-10-01 00:00:00.000
316,HU,HAK,WUH,1350,1379,2009-09-25 00:00:00.000
317,HU,WUH,HAK,1350,1379,2009-09-25 00:00:00.000
318,ZH,HET,WUH,1210,1254,2009-09-25 00:00:00.000
319,ZH,WUH,HET,1210,1254,2009-09-25 00:00:00.000
320,MU,PVG,ZUH,1400,1497,2009-10-12 00:00:00.000
321,MU,ZUH,PVG,1400,1497,2009-10-12 00:00:00.000
322,CZ,KHG,URC,1490,1311,2009-09-26 00:00:00.000
323,CZ,URC,KHG,1490,1311,2009-09-26 00:00:00.000
324,HU,TYN,PEK,590,522,2009-09-25 00:00:00.000
325,HU,PEK,TYN,590,522,2009-09-25 00:00:00.000
326,CZ,TNA,SHE,860,900,2009-10-07 00:00:00.000
327,CZ,SHE,TNA,860,900,2009-10-07 00:00:00.000
328,MU,CAN,XIY,1490,1528,2009-10-02 00:00:00.000
329,MU,XIY,CAN,1490,1528,2009-10-02 00:00:00.000
330,MF,CTU,XMN,1780,1911,2009-09-27 00:00:00.000
331,MF,XMN,CTU,1780,1911,2009-09-27 00:00:00.000
332,MF,HGH,XMN,900,717,2009-09-27 00:00:00.000
333,MF,XMN,HGH,900,717,2009-09-27 00:00:00.000
334,3U,KWE,KMG,440,449,2009-09-26 00:00:00.000
335,3U,KMG,KWE,440,449,2009-09-26 00:00:00.000
336,ZH,WUH,SZX,980,938,2009-09-29 00:00:00.000
337,ZH,SZX,WUH,980,938,2009-09-29 00:00:00.000
338,MU,SZX,KMG,1240,1245,2009-09-25 00:00:00.000
339,MU,KMG,SZX,1240,1245,2009-09-25 00:00:00.000
340,MU,CSX,SZX,730,658,2009-10-18 00:00:00.000
341,MU,SZX,CSX,730,658,2009-10-18 00:00:00.000
342,EU,KWE,HGH,1410,1538,2009-09-25 00:00:00.000
343,EU,HGH,KWE,1410,1538,2009-09-25 00:00:00.000
344,HU,SHA,PEK,1130,1178,2009-09-30 00:00:00.000
345,HU,PEK,SHA,1130,1178,2009-09-30 00:00:00.000
346,HU,SHE,WUH,1460,1859,2009-10-06 00:00:00.000
347,HU,WUH,SHE,1460,1859,2009-10-06 00:00:00.000
348,KN,URC,NAY,2410,2410,2009-10-10 00:00:00.000
349,KN,NAY,URC,2410,2410,2009-10-10 00:00:00.000
350,CZ,SZX,PVG,1400,1343,2009-10-10 00:00:00.000
351,CZ,PVG,SZX,1400,1343,2009-10-10 00:00:00.000
352,MU,CTU,PVG,1610,1782,2009-10-11 00:00:00.000
353,MU,PVG,CTU,1610,1782,2009-10-11 00:00:00.000
354,CA,PEK,WUX,1080,1120,2009-09-25 00:00:00.000
355,CA,WUX,PEK,1080,1120,2009-09-25 00:00:00.000
356,CA,PEK,WUH,1080,1133,2009-09-25 00:00:00.000
357,CA,WUH,PEK,1080,1133,2009-09-25 00:00:00.000
358,CZ,PEK,CAN,1700,1967,2009-09-28 00:00:00.000
359,CZ,CAN,PEK,1700,1967,2009-09-28 00:00:00.000
360,HU,CAN,XIY,1490,1528,2009-10-02 00:00:00.000
361,HU,XIY,CAN,1490,1528,2009-10-02 00:00:00.000
362,CZ,PVG,ZUH,1400,1497,2009-09-25 00:00:00.000
363,CZ,ZUH,PVG,1400,1497,2009-09-25 00:00:00.000
364,CA,SZX,PEK,1750,2077,2009-09-25 00:00:00.000
365,CA,PEK,SZX,1750,2077,2009-09-25 00:00:00.000
366,3U,CTU,INC,1110,1207,2009-10-01 00:00:00.000
367,3U,INC,CTU,1110,1207,2009-10-01 00:00:00.000
368,GS,TNA,WEH,680,486,2009-09-25 00:00:00.000
369,GS,WEH,TNA,680,486,2009-09-25 00:00:00.000
370,CZ,KWE,HFE,1400,1319,2009-09-27 00:00:00.000
371,CZ,HFE,KWE,1400,1319,2009-09-27 00:00:00.000
372,GS,TSN,TAO,660,477,2009-10-03 00:00:00.000
373,GS,TAO,TSN,660,477,2009-10-03 00:00:00.000
374,MU,PEK,XIY,1050,1034,2009-09-25 00:00:00.000
375,MU,XIY,PEK,1050,1034,2009-09-25 00:00:00.000
376,CZ,PVG,WUH,810,761,2009-09-25 00:00:00.000
377,CZ,WUH,PVG,810,761,2009-09-25 00:00:00.000
378,CA,PEK,CGO,690,690,2009-09-25 00:00:00.000
379,CA,CGO,PEK,690,690,2009-09-25 00:00:00.000
380,CZ,SZX,NNG,890,651,2009-09-25 00:00:00.000
381,CZ,NNG,SZX,890,651,2009-09-25 00:00:00.000
382,CZ,DLC,TAO,540,358,2009-09-25 00:00:00.000
383,CZ,TAO,DLC,540,358,2009-09-25 00:00:00.000
384,MU,CGQ,KMG,2230,3300,2009-10-13 00:00:00.000
385,MU,KMG,CGQ,2230,3300,2009-10-13 00:00:00.000
386,CZ,CAN,HGH,1050,1099,2009-09-27 00:00:00.000
387,CZ,HGH,CAN,1050,1099,2009-09-27 00:00:00.000
388,MF,KHN,XMN,610,542,2009-09-26 00:00:00.000
389,MF,XMN,KHN,610,542,2009-09-26 00:00:00.000
390,CZ,CGQ,PVG,1600,1698,2009-09-26 00:00:00.000
391,CZ,PVG,CGQ,1600,1698,2009-09-26 00:00:00.000
392,MU,SHA,SJW,990,1130,2009-09-28 00:00:00.000
393,MU,SJW,SHA,990,1130,2009-09-28 00:00:00.000
394,ZH,WUX,HAK,1830,1939,2009-09-27 00:00:00.000
395,ZH,HAK,WUX,1830,1939,2009-09-27 00:00:00.000
396,CA,PEK,KWE,1730,2039,2009-09-25 00:00:00.000
397,CA,KWE,PEK,1730,2039,2009-09-25 00:00:00.000
398,ZH,CSX,CAN,690,620,2009-09-26 00:00:00.000
399,ZH,CAN,CSX,690,620,2009-09-26 00:00:00.000
402,CZ,SZX,SHA,1400,1343,2009-10-04 00:00:00.000
403,CZ,SHA,SZX,1400,1343,2009-10-04 00:00:00.000
404,MU,CTU,KMG,990,744,2009-09-28 00:00:00.000
405,MU,KMG,CTU,990,744,2009-09-28 00:00:00.000
406,ZH,CGO,CAN,1350,1389,2009-09-26 00:00:00.000
407,ZH,CAN,CGO,1350,1389,2009-09-26 00:00:00.000
408,CA,PEK,LHW,1340,1356,2009-10-04 00:00:00.000
409,CA,LHW,PEK,1340,1356,2009-10-04 00:00:00.000
410,FM,HET,SHA,1350,1576,2009-09-25 00:00:00.000
411,FM,SHA,HET,1350,1576,2009-09-25 00:00:00.000
412,CZ,PEK,KMG,1810,2266,2009-09-29 00:00:00.000
413,CZ,KMG,PEK,1810,2266,2009-09-29 00:00:00.000
414,MU,PEK,KHN,1300,1398,2009-09-29 00:00:00.000
415,MU,KHN,PEK,1300,1398,2009-09-29 00:00:00.000
416,MU,XMN,SHA,960,878,2009-09-25 00:00:00.000
417,MU,SHA,XMN,960,878,2009-09-25 00:00:00.000
418,CZ,CSX,TYN,1180,1174,2009-09-25 00:00:00.000
419,CZ,TYN,CSX,1180,1174,2009-09-25 00:00:00.000
420,CA,PEK,JMU,1430,1395,2009-09-27 00:00:00.000
421,CA,JMU,PEK,1430,1395,2009-09-27 00:00:00.000
422,3U,NNG,CTU,1030,1014,2009-09-25 00:00:00.000
423,3U,CTU,NNG,1030,1014,2009-09-25 00:00:00.000
424,CZ,CSX,SHE,1650,2191,2009-09-26 00:00:00.000
425,CZ,SHE,CSX,1650,2191,2009-09-26 00:00:00.000
426,3U,CGO,CTU,950,1039,2009-10-02 00:00:00.000
427,3U,CTU,CGO,950,1039,2009-10-02 00:00:00.000
428,3U,LJG,CKG,1000,1014,2009-09-29 00:00:00.000
429,3U,CKG,LJG,1000,1014,2009-09-29 00:00:00.000
430,MF,NKG,FOC,750,747,2009-09-27 00:00:00.000
431,MF,FOC,NKG,750,747,2009-09-27 00:00:00.000
432,MU,NKG,INC,1650,1664,2009-10-03 00:00:00.000
433,MU,INC,NKG,1650,1664,2009-10-03 00:00:00.000
434,FM,SHA,SZX,1400,1343,2009-09-27 00:00:00.000
435,FM,SZX,SHA,1400,1343,2009-09-27 00:00:00.000
436,MU,CTU,WUH,910,1047,2009-09-25 00:00:00.000
437,MU,WUH,CTU,910,1047,2009-09-25 00:00:00.000
438,MU,TYN,PEK,590,522,2009-09-25 00:00:00.000
439,MU,PEK,TYN,590,522,2009-09-25 00:00:00.000
440,CA,PEK,NNG,2050,2250,2009-10-01 00:00:00.000
441,CA,NNG,PEK,2050,2250,2009-10-01 00:00:00.000
442,ZH,SZX,CGO,1410,1465,2009-10-04 00:00:00.000
443,ZH,CGO,SZX,1410,1465,2009-10-04 00:00:00.000
444,MU,WUX,CTU,1560,1730,2009-10-05 00:00:00.000
445,MU,CTU,WUX,1560,1730,2009-10-05 00:00:00.000
446,MU,SZX,LJG,1630,1605,2009-09-25 00:00:00.000
447,MU,LJG,SZX,1630,1605,2009-09-25 00:00:00.000
448,ZH,WUX,CTU,1560,1730,2009-09-26 00:00:00.000
449,ZH,CTU,WUX,1560,1730,2009-09-26 00:00:00.000
450,MF,HGH,CGQ,1750,2010,2009-09-26 00:00:00.000
451,MF,CGQ,HGH,1750,2010,2009-09-26 00:00:00.000
452,HO,PVG,SHE,1300,1364,2009-09-26 00:00:00.000
453,HO,SHE,PVG,1300,1364,2009-09-26 00:00:00.000
454,HU,XMN,SHE,1900,2242,2009-09-30 00:00:00.000
455,HU,SHE,XMN,1900,2242,2009-09-30 00:00:00.000
456,GS,PEK,CIF,460,338,2009-09-26 00:00:00.000
457,GS,CIF,PEK,460,338,2009-09-26 00:00:00.000
458,MF,HGH,TYN,1150,1180,2009-09-25 00:00:00.000
459,MF,TYN,HGH,1150,1180,2009-09-25 00:00:00.000
460,MU,CAN,WUH,930,873,2009-09-30 00:00:00.000
461,MU,WUH,CAN,930,873,2009-09-30 00:00:00.000
462,HU,PEK,CAN,1700,1967,2009-10-06 00:00:00.000
463,HU,CAN,PEK,1700,1967,2009-10-06 00:00:00.000
