YCabinID,Carrier,Departure,Destination,YPrice,Miles,BeginDate
1766,MU,XMN,NGB,880,822,2009-09-26 00:00:00.000
1767,MU,NGB,XMN,880,822,2009-09-26 00:00:00.000
1768,CZ,YIW,CSX,860,800,2009-09-25 00:00:00.000
1769,CZ,CSX,YIW,860,800,2009-09-25 00:00:00.000
1770,GS,UYN,PEK,810,857,2009-09-26 00:00:00.000
1771,GS,PEK,UYN,810,857,2009-09-26 00:00:00.000
1772,MF,HGH,CTU,1600,1699,2009-09-26 00:00:00.000
1773,MF,CTU,HGH,1600,1699,2009-09-26 00:00:00.000
1774,CZ,KWE,ZUH,860,1018,2009-09-25 00:00:00.000
1775,CZ,ZUH,KWE,860,1018,2009-09-25 00:00:00.000
1776,MU,KWL,XIY,1090,1101,2009-10-07 00:00:00.000
1777,MU,XIY,KWL,1090,1101,2009-10-07 00:00:00.000
1778,HU,HGH,XIY,1130,1215,2009-10-13 00:00:00.000
1779,HU,XIY,HGH,1130,1215,2009-10-13 00:00:00.000
1780,ZH,SZX,YBP,1130,1285,2009-09-26 00:00:00.000
1781,ZH,YBP,SZX,1130,1285,2009-09-26 00:00:00.000
1782,CZ,PEK,NAO,1310,1496,2009-09-29 00:00:00.000
1783,CZ,NAO,PEK,1310,1496,2009-09-29 00:00:00.000
1784,CA,CAN,KWE,860,872,2009-09-29 00:00:00.000
1785,CA,KWE,CAN,860,872,2009-09-29 00:00:00.000
1786,HU,CKG,FOC,1530,1598,2009-09-27 00:00:00.000
1787,HU,FOC,CKG,1530,1598,2009-09-27 00:00:00.000
1788,3U,TNA,DLC,910,670,2009-09-26 00:00:00.000
1789,3U,DLC,TNA,910,670,2009-09-26 00:00:00.000
1790,HU,NKG,CAN,1180,1255,2009-09-28 00:00:00.000
1791,HU,CAN,NKG,1180,1255,2009-09-28 00:00:00.000
1792,CA,SZX,KMG,1240,1245,2009-09-25 00:00:00.000
1793,CA,KMG,SZX,1240,1245,2009-09-25 00:00:00.000
1794,ZH,TAO,SZX,1830,2049,2009-09-25 00:00:00.000
1795,ZH,SZX,TAO,1830,2049,2009-09-25 00:00:00.000
1796,FM,LJG,KMG,810,360,2009-09-25 00:00:00.000
1797,FM,KMG,LJG,810,360,2009-09-25 00:00:00.000
1798,MU,YNZ,KMG,1980,2013,2009-09-26 00:00:00.000
1799,MU,KMG,YNZ,1980,2013,2009-09-26 00:00:00.000
1800,CZ,CKG,CGQ,1830,2463,2009-09-28 00:00:00.000
1801,CZ,CGQ,CKG,1830,2463,2009-09-28 00:00:00.000
1802,HU,SZX,SYX,890,837,2009-09-26 00:00:00.000
1803,HU,SYX,SZX,890,837,2009-09-26 00:00:00.000
1804,MU,NGB,WUH,750,754,2009-09-26 00:00:00.000
1805,MU,WUH,NGB,750,754,2009-09-26 00:00:00.000
1806,PN,XMN,CSX,860,873,2009-09-29 00:00:00.000
1807,PN,CSX,XMN,860,873,2009-09-29 00:00:00.000
1808,HU,HAK,PVG,1660,1762,2009-09-27 00:00:00.000
1809,HU,PVG,HAK,1660,1762,2009-09-27 00:00:00.000
1810,MU,PEK,NGB,1180,1338,2009-10-20 00:00:00.000
1811,MU,NGB,PEK,1180,1338,2009-10-20 00:00:00.000
1812,FM,PEK,XIY,1050,1034,2009-09-27 00:00:00.000
1813,FM,XIY,PEK,1050,1034,2009-09-27 00:00:00.000
1814,HU,XIY,XNN,650,721,2009-10-13 00:00:00.000
1815,HU,XNN,XIY,650,721,2009-10-13 00:00:00.000
1816,CA,PEK,JDZ,1250,1290,2009-09-30 00:00:00.000
1817,CA,JDZ,PEK,1250,1290,2009-09-30 00:00:00.000
1818,FM,SHA,YIH,1080,1111,2009-10-05 00:00:00.000
1819,FM,YIH,SHA,1080,1111,2009-10-05 00:00:00.000
1820,CZ,CSX,KWE,600,677,2009-09-26 00:00:00.000
1821,CZ,KWE,CSX,600,677,2009-09-26 00:00:00.000
1822,MU,KWE,KMG,440,449,2009-09-26 00:00:00.000
1823,MU,KMG,KWE,440,449,2009-09-26 00:00:00.000
1824,3U,WNZ,CKG,1410,1505,2009-09-30 00:00:00.000
1825,3U,CKG,WNZ,1410,1505,2009-09-30 00:00:00.000
1826,3U,CTU,XUZ,1310,1394,2009-09-26 00:00:00.000
1827,3U,XUZ,CTU,1310,1394,2009-09-26 00:00:00.000
1828,MU,TNA,KMG,1880,2080,2009-09-26 00:00:00.000
1829,MU,KMG,TNA,1880,2080,2009-09-26 00:00:00.000
1830,FM,JGN,XIY,1210,1260,2009-09-25 00:00:00.000
1831,FM,XIY,JGN,1210,1260,2009-09-25 00:00:00.000
1832,ZH,NKG,TSN,880,907,2009-09-27 00:00:00.000
1833,ZH,TSN,NKG,880,907,2009-09-27 00:00:00.000
1834,MU,SZX,LZO,1230,1236,2009-09-25 00:00:00.000
1835,MU,LZO,SZX,1230,1236,2009-09-25 00:00:00.000
1836,MU,WUH,HRB,1700,2128,2009-09-26 00:00:00.000
1837,MU,HRB,WUH,1700,2128,2009-09-26 00:00:00.000
1838,FM,NKG,PEK,1010,981,2009-10-07 00:00:00.000
1839,FM,PEK,NKG,1010,981,2009-10-07 00:00:00.000
1840,MU,KMG,TCZ,1000,429,2009-09-28 00:00:00.000
1841,MU,TCZ,KMG,1000,429,2009-09-28 00:00:00.000
1842,ZH,TAO,CAN,1780,1867,2009-09-26 00:00:00.000
1843,ZH,CAN,TAO,1780,1867,2009-09-26 00:00:00.000
1844,ZH,CAN,PVG,1280,1308,2009-09-28 00:00:00.000
1845,ZH,PVG,CAN,1280,1308,2009-09-28 00:00:00.000
1846,CZ,WUH,HRB,1700,2128,2009-09-29 00:00:00.000
1847,CZ,HRB,WUH,1700,2128,2009-09-29 00:00:00.000
1848,GS,HAK,NKG,1850,1990,2009-09-30 00:00:00.000
1849,GS,NKG,HAK,1850,1990,2009-09-30 00:00:00.000
1850,ZH,XNN,WUH,1300,1460,2009-09-26 00:00:00.000
1851,ZH,WUH,XNN,1300,1460,2009-09-26 00:00:00.000
1852,CA,CTU,WUX,1560,1730,2009-09-26 00:00:00.000
1853,CA,WUX,CTU,1560,1730,2009-09-26 00:00:00.000
1854,HU,SZX,NKG,1380,1526,2009-09-30 00:00:00.000
1855,HU,NKG,SZX,1380,1526,2009-09-30 00:00:00.000
1856,CA,PEK,YNT,690,575,2009-10-05 00:00:00.000
1857,CA,YNT,PEK,690,575,2009-10-05 00:00:00.000
1858,MF,JJN,CAN,780,667,2009-09-28 00:00:00.000
1859,MF,CAN,JJN,780,667,2009-09-28 00:00:00.000
1860,MF,NKG,DLC,930,910,2009-09-28 00:00:00.000
1861,MF,DLC,NKG,930,910,2009-09-28 00:00:00.000
1862,CZ,YIW,PEK,1180,1189,2009-10-08 00:00:00.000
1863,CZ,PEK,YIW,1180,1189,2009-10-08 00:00:00.000
1864,HU,PEK,HFE,990,959,2009-09-27 00:00:00.000
1865,HU,HFE,PEK,990,959,2009-09-27 00:00:00.000
1866,FM,XIY,KWL,1090,1101,2009-09-30 00:00:00.000
1867,FM,KWL,XIY,1090,1101,2009-09-30 00:00:00.000
1868,FM,HTN,URC,1520,1341,2009-09-26 00:00:00.000
1869,FM,URC,HTN,1520,1341,2010-01-20 00:00:00.000
1870,3U,WUX,CTU,1560,1730,2009-09-26 00:00:00.000
1871,3U,CTU,WUX,1560,1730,2009-09-26 00:00:00.000
1872,ZH,SZX,CZX,1460,1520,2009-10-03 00:00:00.000
1873,ZH,CZX,SZX,1460,1520,2009-10-03 00:00:00.000
1874,MF,CSX,TSN,1180,1353,2009-09-26 00:00:00.000
1875,MF,TSN,CSX,1180,1353,2009-09-26 00:00:00.000
1876,3U,CTU,KWE,630,531,2009-09-25 00:00:00.000
1877,3U,KWE,CTU,630,531,2009-09-25 00:00:00.000
1878,HU,SHE,SZX,2280,2671,2009-09-27 00:00:00.000
1879,HU,SZX,SHE,2280,2671,2009-09-27 00:00:00.000
1880,MU,PEK,YBP,1560,1840,2009-09-26 00:00:00.000
1881,MU,YBP,PEK,1560,1840,2009-09-26 00:00:00.000
1882,MU,SHA,NNG,1660,1750,2009-09-26 00:00:00.000
1883,MU,NNG,SHA,1660,1750,2009-09-26 00:00:00.000
1884,CZ,CTU,PEK,1440,1697,2009-09-25 00:00:00.000
1885,CZ,PEK,CTU,1440,1697,2009-09-25 00:00:00.000
1886,MU,CTU,WNZ,1530,1797,2009-09-26 00:00:00.000
1887,MU,WNZ,CTU,1530,1797,2009-09-26 00:00:00.000
1888,3U,KWL,XMN,860,881,2009-09-28 00:00:00.000
1889,3U,XMN,KWL,860,881,2009-09-28 00:00:00.000
1890,SC,WUH,TNA,860,890,2009-09-30 00:00:00.000
1891,SC,TNA,WUH,860,890,2009-09-30 00:00:00.000
1892,HU,CSX,HET,1350,1487,2009-09-26 00:00:00.000
1893,HU,HET,CSX,1350,1487,2009-09-26 00:00:00.000
1894,CZ,KWE,XIY,840,933,2009-09-29 00:00:00.000
1895,CZ,XIY,KWE,840,933,2009-09-29 00:00:00.000
1896,MU,PVG,CGQ,1600,1698,2009-09-30 00:00:00.000
1897,MU,CGQ,PVG,1600,1698,2009-09-30 00:00:00.000
1898,CA,SZX,PVG,1400,1343,2009-09-28 00:00:00.000
1899,CA,PVG,SZX,1400,1343,2009-09-28 00:00:00.000
1900,CZ,WUH,NNG,1090,1099,2009-09-25 00:00:00.000
1901,CZ,NNG,WUH,1090,1099,2009-09-25 00:00:00.000
1902,CZ,SZX,BAV,2030,2250,2009-09-28 00:00:00.000
1903,CZ,BAV,SZX,2030,2250,2009-09-28 00:00:00.000
1904,ZH,CTU,KMG,990,744,2009-09-27 00:00:00.000
1905,ZH,KMG,CTU,990,744,2009-09-27 00:00:00.000
1906,HU,TNA,XIY,880,900,2009-09-28 00:00:00.000
1907,HU,XIY,TNA,880,900,2009-09-28 00:00:00.000
1908,CA,PEK,DYG,1340,1385,2009-09-25 00:00:00.000
1909,CA,DYG,PEK,1340,1385,2009-09-25 00:00:00.000
1910,PN,CKG,ZUH,1210,1235,2009-10-17 00:00:00.000
1911,PN,ZUH,CKG,1210,1235,2009-10-17 00:00:00.000
1912,MU,KMG,NGB,1800,1948,2009-10-01 00:00:00.000
1913,MU,NGB,KMG,1800,1948,2009-10-01 00:00:00.000
1914,3U,CKG,HGH,1360,1500,2009-09-28 00:00:00.000
1915,3U,HGH,CKG,1360,1500,2009-09-28 00:00:00.000
1916,FM,WUS,XMN,650,360,2009-09-25 00:00:00.000
1917,FM,XMN,WUS,590,360,2009-09-25 00:00:00.000
1918,MF,JJN,SHA,910,828,2009-09-26 00:00:00.000
1919,MF,SHA,JJN,910,828,2009-09-26 00:00:00.000
1920,JD,CAN,KWL,660,452,2009-09-30 00:00:00.000
1921,JD,KWL,CAN,660,452,2009-09-30 00:00:00.000
1922,HU,CAN,WNZ,1050,1015,2009-09-26 00:00:00.000
1923,HU,WNZ,CAN,1050,1015,2009-09-26 00:00:00.000
1924,KN,NAY,CAN,1700,1967,2009-09-26 00:00:00.000
1925,KN,CAN,NAY,1700,1967,2009-09-26 00:00:00.000
1926,ZH,CAN,HSN,1380,1438,2009-09-30 00:00:00.000
1927,ZH,HSN,CAN,1380,1438,2009-09-30 00:00:00.000
1928,MU,NKG,DLC,930,910,2009-10-03 00:00:00.000
1929,MU,DLC,NKG,930,910,2009-10-03 00:00:00.000
1930,MU,WUH,TYN,980,866,2009-09-30 00:00:00.000
1931,MU,TYN,WUH,980,866,2009-09-30 00:00:00.000
1932,MU,LHW,CKG,1090,1117,2009-10-05 00:00:00.000
1933,MU,CKG,LHW,1090,1117,2009-10-05 00:00:00.000
1934,3U,YIH,CTU,790,870,2009-09-26 00:00:00.000
1935,3U,CTU,YIH,790,870,2009-09-26 00:00:00.000
1936,HU,WNZ,WUH,800,750,2009-09-27 00:00:00.000
1937,HU,WUH,WNZ,800,750,2009-09-27 00:00:00.000
1938,GS,HET,XIY,830,894,2009-09-26 00:00:00.000
1939,GS,XIY,HET,830,894,2009-09-26 00:00:00.000
1940,HU,SYX,WUH,1600,1700,2009-10-18 00:00:00.000
1941,HU,WUH,SYX,1600,1700,2009-10-18 00:00:00.000
1942,MF,XIY,KHN,1010,1078,2009-09-30 00:00:00.000
1943,MF,KHN,XIY,1010,1078,2009-09-30 00:00:00.000
1944,ZH,CKG,KWE,490,351,2009-09-27 00:00:00.000
1945,ZH,KWE,CKG,490,351,2009-09-27 00:00:00.000
1946,NS,XMN,LYG,1150,1250,2009-09-30 00:00:00.000
1947,NS,LYG,XMN,1150,1250,2009-09-30 00:00:00.000
1948,CZ,SZX,SJW,1510,1773,2009-09-26 00:00:00.000
1949,CZ,SJW,SZX,1510,1773,2009-09-26 00:00:00.000
1950,MU,XIY,CSX,890,955,2009-09-25 00:00:00.000
1951,MU,CSX,XIY,890,955,2009-09-25 00:00:00.000
1952,SC,SZX,TAO,1830,2049,2009-09-26 00:00:00.000
1953,SC,TAO,SZX,1830,2049,2009-09-26 00:00:00.000
1954,3U,LXA,CTU,1500,1307,2009-10-07 00:00:00.000
1955,3U,CTU,LXA,1500,1307,2009-10-07 00:00:00.000
1956,CZ,SJW,HRB,1200,1464,2009-09-30 00:00:00.000
1957,CZ,HRB,SJW,1200,1464,2009-09-30 00:00:00.000
1958,8L,TYN,KMG,1640,1762,2009-09-26 00:00:00.000
1959,8L,KMG,TYN,1640,1762,2009-09-26 00:00:00.000
1960,CA,PEK,YIH,1300,1483,2009-09-26 00:00:00.000
1961,CA,YIH,PEK,1300,1483,2009-09-26 00:00:00.000
1962,GS,PEK,WEF,650,582,2009-09-28 00:00:00.000
1963,GS,WEF,PEK,650,582,2009-09-28 00:00:00.000
1964,MF,TAO,CGQ,1000,1051,2010-10-13 00:00:00.000
1965,MF,CGQ,TAO,1000,1051,2009-12-06 00:00:00.000
1966,HU,HAK,CKG,1180,1253,2009-10-07 00:00:00.000
1967,HU,CKG,HAK,1180,1253,2009-10-07 00:00:00.000
1968,CA,XUZ,PEK,690,650,2009-09-26 00:00:00.000
1969,CA,PEK,XUZ,690,650,2009-09-26 00:00:00.000
1970,3U,CTU,HFE,1210,1392,2009-09-26 00:00:00.000
1971,3U,HFE,CTU,1210,1392,2009-09-26 00:00:00.000
1972,CZ,URC,YIN,1090,551,2009-09-25 00:00:00.000
1973,CZ,YIN,URC,1090,551,2009-09-25 00:00:00.000
1974,CZ,CAN,TEN,800,784,2009-09-27 00:00:00.000
1975,CZ,TEN,CAN,800,784,2009-09-27 00:00:00.000
1976,HU,KWE,HAK,930,910,2009-09-27 00:00:00.000
1977,HU,HAK,KWE,930,910,2009-09-27 00:00:00.000
1978,ZH,KWL,SZX,660,525,2009-09-27 00:00:00.000
1979,ZH,SZX,KWL,660,525,2009-09-27 00:00:00.000
1980,MU,KHN,KWE,880,928,2009-09-30 00:00:00.000
1981,MU,KWE,KHN,880,928,2009-09-30 00:00:00.000
1982,MU,TAO,CAN,1780,1867,2009-10-06 00:00:00.000
1983,MU,CAN,TAO,1780,1867,2009-10-06 00:00:00.000
1984,SC,TAO,CAN,1780,1867,2009-09-25 00:00:00.000
1985,SC,CAN,TAO,1780,1867,2009-09-25 00:00:00.000
1986,3U,TNA,CKG,1100,1300,2009-10-04 00:00:00.000
1987,3U,CKG,TNA,1100,1300,2009-10-04 00:00:00.000
1988,HU,SYX,PEK,2310,2710,2009-10-20 00:00:00.000
1989,HU,PEK,SYX,2310,2710,2009-10-20 00:00:00.000
1990,ZH,CSX,NKG,840,799,2009-09-28 00:00:00.000
1991,ZH,NKG,CSX,840,799,2009-09-28 00:00:00.000
1992,CZ,NKG,WUH,730,504,2009-09-28 00:00:00.000
1993,CZ,WUH,NKG,730,504,2009-09-28 00:00:00.000
1994,HU,NGB,CAN,1190,1189,2009-10-04 00:00:00.000
1995,HU,CAN,NGB,1190,1189,2009-10-04 00:00:00.000
1996,MU,PVG,KHN,710,644,2009-09-30 00:00:00.000
1997,MU,KHN,PVG,710,644,2009-09-30 00:00:00.000
1998,CZ,WNZ,DLC,1360,1411,2009-09-30 00:00:00.000
1999,CZ,DLC,WNZ,1360,1411,2009-09-30 00:00:00.000
2000,CZ,CAN,SJW,1560,1822,2009-09-28 00:00:00.000
2001,CZ,SJW,CAN,1560,1822,2009-09-28 00:00:00.000
2002,CA,DSN,PEK,800,700,2009-09-25 00:00:00.000
2003,CA,PEK,DSN,800,700,2009-09-25 00:00:00.000
2004,HU,XIY,KWE,840,933,2009-09-28 00:00:00.000
2005,HU,KWE,XIY,840,933,2009-09-28 00:00:00.000
2006,ZH,CKG,NKG,1280,1305,2009-09-26 00:00:00.000
2007,ZH,NKG,CKG,1280,1305,2009-09-26 00:00:00.000
2008,SC,WNZ,SZX,960,1009,2009-09-26 00:00:00.000
2009,SC,SZX,WNZ,960,1009,2009-09-26 00:00:00.000
2010,CZ,TSN,CSX,1180,1353,2009-09-27 00:00:00.000
2011,CZ,CSX,TSN,1180,1353,2009-09-27 00:00:00.000
2012,ZH,CAN,LHW,1890,2078,2009-09-26 00:00:00.000
2013,ZH,LHW,CAN,1890,2078,2009-09-26 00:00:00.000
2014,ZH,CAN,LHW,1890,2078,2009-09-26 00:00:00.000
2015,ZH,LHW,CAN,1890,2078,2009-09-26 00:00:00.000
2016,HU,CSX,SYX,1230,1398,2009-10-17 00:00:00.000
2017,HU,SYX,CSX,1230,1398,2009-10-17 00:00:00.000
2018,CZ,PEK,CKG,1560,1640,2009-10-21 00:00:00.000
2019,CZ,CKG,PEK,1560,1640,2009-10-21 00:00:00.000
2020,MU,YNT,DLC,360,240,2009-09-28 00:00:00.000
2021,MU,DLC,YNT,360,240,2009-09-28 00:00:00.000
2022,CZ,WEH,SHE,610,676,2009-10-05 00:00:00.000
2023,CZ,SHE,WEH,610,676,2009-10-05 00:00:00.000
2024,CZ,CKG,LJG,1000,1014,2009-10-21 00:00:00.000
2025,CZ,LJG,CKG,1000,1014,2009-10-21 00:00:00.000
2026,HU,WUH,CAN,930,873,2009-09-30 00:00:00.000
2027,HU,CAN,WUH,930,873,2009-09-30 00:00:00.000
2028,CZ,PEK,URC,2410,2842,2009-09-26 00:00:00.000
2029,CZ,URC,PEK,2410,2842,2009-09-26 00:00:00.000
2030,MU,LJG,PEK,2410,2574,2009-10-26 00:00:00.000
2031,MU,PEK,LJG,2410,2574,2009-10-26 00:00:00.000
2032,CZ,HGH,CKG,1360,1500,2009-09-29 00:00:00.000
2033,CZ,CKG,HGH,1360,1500,2009-09-29 00:00:00.000
2034,MU,SHA,HSN,740,210,2009-09-26 00:00:00.000
2035,MU,HSN,SHA,610,210,2009-09-26 00:00:00.000
2036,MU,CKG,KMG,710,649,2009-09-30 00:00:00.000
2037,MU,KMG,CKG,710,649,2009-09-30 00:00:00.000
2038,MU,LJG,SHA,2430,2402,2009-10-26 00:00:00.000
2039,MU,SHA,LJG,2430,2402,2009-10-26 00:00:00.000
2040,BK,ZUH,TSN,1810,2058,2009-09-26 00:00:00.000
2041,BK,TSN,ZUH,1810,2058,2009-09-26 00:00:00.000
2042,MF,NNG,XMN,1050,1105,2009-09-27 00:00:00.000
2043,MF,XMN,NNG,1050,1105,2009-09-27 00:00:00.000
2044,FM,SHA,LJG,2430,2402,2009-10-22 00:00:00.000
2045,FM,LJG,SHA,2430,2402,2009-10-22 00:00:00.000
2046,CZ,WUH,SHE,1460,1859,2009-09-27 00:00:00.000
2047,CZ,SHE,WUH,1460,1859,2009-09-27 00:00:00.000
2048,CZ,KMG,JHG,990,450,2009-09-27 00:00:00.000
2049,CZ,JHG,KMG,990,450,2009-09-27 00:00:00.000
2050,SC,TNA,CTU,1360,1419,2009-09-26 00:00:00.000
2051,SC,CTU,TNA,1360,1419,2009-09-26 00:00:00.000
2052,CZ,CSX,HJJ,670,340,2009-10-03 00:00:00.000
2053,CZ,HJJ,CSX,670,340,2009-10-03 00:00:00.000
2054,MU,WUH,KMG,1310,1364,2009-09-27 00:00:00.000
2055,MU,KMG,WUH,1310,1364,2009-09-27 00:00:00.000
2056,3U,LHW,KWE,1380,1327,2009-09-27 00:00:00.000
2057,3U,KWE,LHW,1380,1327,2009-09-27 00:00:00.000
2058,CZ,HGH,TAO,900,792,2009-09-27 00:00:00.000
2059,CZ,TAO,HGH,900,792,2009-09-27 00:00:00.000
2060,CZ,DSN,SZX,2050,2330,2009-09-30 00:00:00.000
2061,CZ,SZX,DSN,2050,2330,2009-09-30 00:00:00.000
2062,CZ,HGH,URC,2750,3653,2009-09-29 00:00:00.000
2063,CZ,URC,HGH,2750,3653,2009-09-29 00:00:00.000
2064,CZ,SYX,SHE,2650,3425,2009-10-17 00:00:00.000
2065,CZ,SHE,SYX,2650,3425,2009-10-17 00:00:00.000
2066,CZ,PEK,NGB,1180,1338,2009-09-27 00:00:00.000
2067,CZ,NGB,PEK,1180,1338,2009-09-27 00:00:00.000
2068,ZH,YIH,SZX,990,1032,2009-09-28 00:00:00.000
2069,ZH,SZX,YIH,990,1032,2009-09-28 00:00:00.000
2070,CZ,DLC,PVG,1060,1051,2009-09-27 00:00:00.000
2071,CZ,PVG,DLC,1060,1051,2009-09-27 00:00:00.000
2072,3U,CGO,CKG,880,980,2009-09-30 00:00:00.000
2073,3U,CKG,CGO,880,980,2009-09-30 00:00:00.000
2074,MF,CGO,JJN,1210,1320,2009-09-28 00:00:00.000
2075,MF,JJN,CGO,1210,1320,2009-09-28 00:00:00.000
2076,ZH,NTG,TSN,930,1031,2009-09-28 00:00:00.000
2077,ZH,TSN,NTG,930,1031,2009-09-28 00:00:00.000
2078,CZ,KMG,KWL,840,859,2009-10-01 00:00:00.000
2079,CZ,KWL,KMG,840,859,2009-10-01 00:00:00.000
2080,CZ,SHA,KWE,1600,1702,2009-09-26 00:00:00.000
2081,CZ,KWE,SHA,1600,1702,2009-09-26 00:00:00.000
2082,MF,XMN,SJW,1700,1786,2009-10-05 00:00:00.000
2083,MF,SJW,XMN,1700,1786,2009-10-05 00:00:00.000
2084,CA,PVG,CTU,1610,1782,2009-09-27 00:00:00.000
2085,CA,CTU,PVG,1610,1782,2009-09-27 00:00:00.000
2086,SC,TSN,HET,600,612,2009-09-28 00:00:00.000
2087,SC,HET,TSN,600,612,2009-09-28 00:00:00.000
2088,HU,CGO,HAK,1740,1873,2009-09-30 00:00:00.000
2089,HU,HAK,CGO,1740,1873,2009-09-30 00:00:00.000
2090,CZ,XNN,CAN,1630,2150,2009-09-28 00:00:00.000
2091,CZ,CAN,XNN,1630,2150,2009-09-28 00:00:00.000
2092,SC,HGH,TNA,850,850,2009-09-25 00:00:00.000
2093,SC,TNA,HGH,850,850,2009-09-25 00:00:00.000
2094,MU,CAN,YIH,960,980,2009-09-28 00:00:00.000
2095,MU,YIH,CAN,960,980,2009-09-28 00:00:00.000
2096,HU,XUZ,SZX,1310,1380,2009-09-27 00:00:00.000
2097,HU,SZX,XUZ,1310,1380,2009-09-27 00:00:00.000
2098,HO,PVG,FOC,780,678,2009-10-01 00:00:00.000
2099,HO,FOC,PVG,780,678,2009-10-01 00:00:00.000
2100,MF,DLC,NGB,1150,1170,2009-09-26 00:00:00.000
2101,MF,NGB,DLC,1150,1170,2009-09-26 00:00:00.000
2102,MU,DIG,SHA,2390,2390,2009-10-07 00:00:00.000
2103,MU,SHA,DIG,2390,2390,2009-10-07 00:00:00.000
2104,MU,JHG,DIG,970,970,2009-10-04 00:00:00.000
2105,MU,DIG,JHG,970,970,2009-10-04 00:00:00.000
2106,PN,NKG,CKG,1280,1305,2009-10-04 00:00:00.000
2107,PN,CKG,NKG,1280,1305,2009-10-04 00:00:00.000
2108,CZ,CGQ,TAO,1000,1051,2009-12-06 00:00:00.000
2109,CZ,TAO,CGQ,1000,1051,2010-05-13 00:00:00.000
2110,PN,HRB,TNA,1130,1425,2009-10-08 00:00:00.000
2111,PN,TNA,HRB,1130,1425,2009-10-08 00:00:00.000
2112,3U,TNA,HRB,1130,1425,2009-09-26 00:00:00.000
2113,3U,HRB,TNA,1130,1425,2009-09-26 00:00:00.000
2114,SC,TNA,HRB,1130,1425,2009-09-30 00:00:00.000
2115,SC,HRB,TNA,1130,1425,2009-09-30 00:00:00.000
2116,ZH,XIY,NKG,1080,1104,2009-09-28 00:00:00.000
2117,ZH,NKG,XIY,1080,1104,2009-09-28 00:00:00.000
2118,SC,XMN,CSX,860,873,2009-09-26 00:00:00.000
2119,SC,CSX,XMN,860,873,2010-07-23 00:00:00.000
2120,ZH,NKG,LHW,1380,1654,2009-09-28 00:00:00.000
2121,ZH,LHW,NKG,1380,1654,2009-09-28 00:00:00.000
2122,GS,XIY,UYN,1000,480,2009-09-27 00:00:00.000
2123,GS,UYN,XIY,1000,480,2009-09-27 00:00:00.000
2124,CZ,SHE,SZX,2280,2671,2009-09-30 00:00:00.000
2125,CZ,SZX,SHE,2280,2671,2009-09-30 00:00:00.000
2126,CZ,PEK,SYX,2310,2710,2009-10-27 00:00:00.000
2127,CZ,SYX,PEK,2310,2710,2009-10-27 00:00:00.000
2128,CZ,HFE,CAN,1040,1105,2009-09-29 00:00:00.000
2129,CZ,CAN,HFE,1040,1105,2009-09-29 00:00:00.000
2130,KN,NAY,UYN,810,857,2009-09-28 00:00:00.000
2131,KN,UYN,NAY,810,857,2009-09-28 00:00:00.000
2132,HU,SZX,HET,1980,2206,2009-09-26 00:00:00.000
2133,HU,HET,SZX,1980,2206,2009-09-26 00:00:00.000
2134,CZ,HET,CAN,1880,2080,2009-09-27 00:00:00.000
2135,CZ,CAN,HET,1880,2080,2009-09-27 00:00:00.000
2136,CA,CTU,TAO,1510,1705,2009-09-29 00:00:00.000
2137,CA,TAO,CTU,1510,1705,2009-09-29 00:00:00.000
2138,ZH,XIY,SZX,1630,1635,2009-09-26 00:00:00.000
2139,ZH,SZX,XIY,1630,1635,2009-09-26 00:00:00.000
2140,3U,YIH,KMG,1130,1193,2009-09-30 00:00:00.000
2141,3U,KMG,YIH,1130,1193,2009-09-30 00:00:00.000
2142,SC,TNA,CAN,1590,1664,2009-09-28 00:00:00.000
2143,SC,CAN,TNA,1590,1664,2009-09-28 00:00:00.000
2144,GS,TSN,NKG,880,907,2009-09-29 00:00:00.000
2145,GS,NKG,TSN,880,907,2009-09-29 00:00:00.000
2146,CZ,NKG,CGO,690,630,2009-09-27 00:00:00.000
2147,CZ,CGO,NKG,690,630,2009-09-27 00:00:00.000
2148,FM,TAO,PVG,740,693,2009-09-30 00:00:00.000
2149,FM,PVG,TAO,740,693,2009-09-30 00:00:00.000
2150,3U,CTU,JZH,1190,350,2009-10-06 00:00:00.000
2151,3U,JZH,CTU,1080,350,2009-10-06 00:00:00.000
2152,CZ,HAK,PVG,1660,1762,2009-09-25 00:00:00.000
2153,CZ,PVG,HAK,1660,1762,2009-09-25 00:00:00.000
2154,CA,TYN,PEK,590,522,2009-09-26 00:00:00.000
2155,CA,PEK,TYN,590,522,2009-09-26 00:00:00.000
2156,ZH,CZX,CAN,1250,1434,2009-09-25 00:00:00.000
2157,ZH,CAN,CZX,1250,1434,2009-09-25 00:00:00.000
2158,JD,NKG,XIY,1080,1104,2009-09-25 00:00:00.000
2159,JD,XIY,NKG,1080,1104,2009-09-25 00:00:00.000
2160,HO,SHA,TAO,740,693,2009-09-30 00:00:00.000
2161,HO,TAO,SHA,740,693,2009-09-30 00:00:00.000
2162,MU,CSX,HFE,690,641,2009-10-01 00:00:00.000
2163,MU,HFE,CSX,690,641,2009-10-01 00:00:00.000
2164,MU,KWE,SHA,1600,1702,2009-09-26 00:00:00.000
2165,MU,SHA,KWE,1600,1702,2009-09-26 00:00:00.000
2166,CZ,KMG,HET,1980,2106,2009-09-28 00:00:00.000
2167,CZ,HET,KMG,1980,2106,2009-09-28 00:00:00.000
