海南航空股份有限公司电子客票出票报表
单位名称:,珠海泰申发展有限公司
第一部分:,销售明细
销售日期:,2010-11-01至2010-11-29

交易编号,起始票号,终止票号,PNR,人数,旅客类型,航段数,航段,航班号,舱位,航班日期,币种,票面金额,机场税,燃油税,其它税,票款总额,代理费,基础代理费,附加代理费,银行支付金额,E付卡支付金额,支付银行,银行订单号,E付卡支付订单号,出票时间,销售人ID,出票人ID,出票类型,原起始票号,原终止票号
'201011121808455005,880-2120798871,880-2120798871,BW53W,1,成人,1,NGBSZX,HU7314,Y,20101114,人民币,1160.0,50.0,70.0,0.0,1199.0,81.0,35.0,46.0,1199.0,0.0,BILL99YS-HUB2C,'2010111201513700,-,2010-11-12 18:12,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121816405190,880-2120799203,880-2120799203,H71J1,1,成人,1,SZXXMN,HU7709,Q,20101116,人民币,470.0,50.0,40.0,0.0,508.0,52.0,14.0,38.0,508.0,0.0,BILL99YS-HUB2C,'2010111201513838,-,2010-11-12 18:22,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011121816255187,880-2120799186,880-2120799186,X5119,1,成人,1,LHWSZX,HU7743,M,20101114,人民币,1370.0,50.0,70.0,0.0,1394.0,96.0,41.0,55.0,1394.0,0.0,BILL99YS-HUB2C,'2010111201513832,-,2010-11-12 18:22,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011130837591225,880-2120805226,880-2120805226,H71CZ,1,成人,1,KWESZX,HU7742,X,20101116,人民币,470.0,50.0,70.0,0.0,548.0,42.0,14.0,28.0,548.0,0.0,BILL99YS-HUB2C,'2010111301516237,-,2010-11-13 08:40,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011130858301588,880-2120805683,880-2120805683,CRWGJ,1,成人,1,PEKSZX,HU7701,H,20101114,人民币,1490.0,50.0,70.0,0.0,1461.0,149.0,45.0,104.0,1461.0,0.0,BILL99YS-HUB2C,'2010111301516455,-,2010-11-13 09:01,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011130928262223,880-2120806463,880-2120806463,TKDPX,1,成人,1,PEKSZX,HU7703,Y,20101115,人民币,1750.0,50.0,70.0,0.0,1677.0,193.0,53.0,140.0,1677.0,0.0,BILL99YS-HUB2C,'2010111301516797,-,2010-11-13 09:29,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011130929502255,880-2120806501,880-2120806501,CRXEG,1,成人,1,PEKSZX,HU7703,Y,20101115,人民币,1750.0,50.0,70.0,0.0,1677.0,193.0,53.0,140.0,1677.0,0.0,BILL99YS-HUB2C,'2010111301516815,-,2010-11-13 09:30,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011130941322525,880-2120806840,880-2120806840,JDR8R,1,成人,1,NKGSZX,HU7764,B,20101113,人民币,1240.0,50.0,70.0,0.0,1249.0,111.0,37.0,74.0,1249.0,0.0,BILL99YS-HUB2C,'2010111301516970,-,2010-11-13 09:42,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011130953432837,880-2120807274,880-2120807275,JQM6V,2,成人,1,SZXSHE,HU7729,E,20101130,人民币,1820.0,100.0,140.0,0.0,1860.0,200.0,54.0,146.0,1860.0,0.0,BILL99YS-HUB2C,'2010111301517161,-,2010-11-13 09:55,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131001213045,880-2120807554,880-2120807554,JQPLM,1,成人,1,SZXNGB,HU7721,M,20101114,人民币,810.0,50.0,70.0,0.0,841.0,89.0,24.0,65.0,841.0,0.0,BILL99YS-HUB2C,'2010111301517292,-,2010-11-13 10:03,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131008243215,880-2120807813,880-2120807813,XHEHC,1,成人,1,SZXPEK,HU7704,F,20101113,人民币,4030.0,50.0,70.0,0.0,3626.0,524.0,121.0,403.0,3626.0,0.0,BILL99YS-HUB2C,'2010111301517429,-,2010-11-13 10:11,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131009053233,880-2120807837,880-2120807837,JQNGN,1,成人,1,SZXPEK,HU7704,F,20101113,人民币,4030.0,50.0,70.0,0.0,3626.0,524.0,121.0,403.0,3626.0,0.0,BILL99YS-HUB2C,'2010111301517440,-,2010-11-13 10:12,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131014233378,880-2120807955,880-2120807956,V5SVJ,2,成人,1,SZXNGB,HU7313,Q,20101117,人民币,1400.0,100.0,140.0,0.0,1486.0,154.0,42.0,112.0,1486.0,0.0,BILL99YS-HUB2C,'2010111301517497,-,2010-11-13 10:15,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131013333349,880-2120807934,880-2120807934,V5VPS,1,成人,1,SZXPEK,HU7704,Y,20101113,人民币,1750.0,50.0,70.0,0.0,1677.0,193.0,53.0,140.0,1677.0,0.0,BILL99YS-HUB2C,'2010111301517488,-,2010-11-13 10:15,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131038514042,880-2120809032,880-2120809033,BM97R,2,成人,1,SZXCKG,HU7057,X,20101128,人民币,1280.0,100.0,140.0,0.0,1380.0,140.0,38.0,102.0,1380.0,0.0,BILL99YS-HUB2C,'2010111301517916,-,2010-11-13 10:43,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131151286036,880-2120811700,880-2120811700,G7QLS,1,成人,1,SZXKWE,HU7741,Q,20101114,人民币,560.0,50.0,70.0,0.0,618.0,62.0,17.0,45.0,618.0,0.0,BILL99YS-HUB2C,'2010111301518958,-,2010-11-13 11:54,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131212106580,880-2120812478,880-2120812478,E8XNG,1,成人,1,CKGSZX,HU7058,X,20101118,人民币,640.0,50.0,70.0,0.0,703.0,57.0,19.0,38.0,703.0,0.0,BILL99YS-HUB2C,'2010111301519261,-,2010-11-13 12:15,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131215186650,880-2120812691,880-2120812691,K6YVZ,1,成人,1,KWESZX,HU7742,F,20101116,人民币,1410.0,50.0,70.0,0.0,1389.0,141.0,42.0,99.0,1389.0,0.0,BILL99YS-HUB2C,'2010111301519356,-,2010-11-13 12:21,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131210476543,880-2120812784,880-2120812784,KEQRX,1,成人,1,CKGSZX,HU7058,U,20101115,人民币,580.0,50.0,70.0,0.0,648.0,52.0,17.0,35.0,648.0,0.0,BILL99YS-HUB2C,'2010111301519394,-,2010-11-13 12:24,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131217236699,880-2120812820,880-2120812820,E8XCD,1,成人,1,SZXPEK,HU7702,Q,20101116,人民币,1050.0,50.0,70.0,0.0,1054.0,116.0,32.0,84.0,1054.0,0.0,BILL99YS-HUB2C,'2010111301519410,-,2010-11-13 12:25,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131219286750,880-2120812975,880-2120812975,TF93L,1,成人,1,HAKSZX,HU7043,Y,20101116,人民币,690.0,50.0,40.0,0.0,738.0,42.0,21.0,21.0,738.0,0.0,BILL99YS-HUB2C,'2010111301519478,-,2010-11-13 12:30,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131244227321,880-2120813431,880-2120813431,K3NSR,1,成人,1,CSXSZX,HU7186,X,20101116,人民币,370.0,50.0,40.0,0.0,434.0,26.0,11.0,15.0,434.0,0.0,BILL99YS-HUB2C,'2010111301519656,-,2010-11-13 12:45,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131324218184,880-2120814753,880-2120814753,JF5QM,1,成人,1,CSXSZX,HU7186,M,20101114,人民币,510.0,50.0,40.0,0.0,559.0,41.0,15.0,26.0,559.0,0.0,BILL99YS-HUB2C,'2010111301520149,-,2010-11-13 13:30,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131401548970,880-2120815705,880-2120815707,HZZ5E,3,成人,1,CSXSZX,HU7186,X,20101116,人民币,1110.0,150.0,120.0,0.0,1302.0,78.0,33.0,45.0,1302.0,0.0,BILL99YS-HUB2C,'2010111301520527,-,2010-11-13 14:03,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131407129075,880-2120815901,880-2120815904,DMG8Y,4,成人,1,SZXTYN,HU7326,E,20101113,人民币,2480.0,200.0,280.0,0.0,2684.0,276.0,76.0,200.0,2684.0,0.0,BILL99YS-HUB2C,'2010111301520599,-,2010-11-13 14:09,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131450081098,880-2120817243,880-2120817243,BNZKZ,1,成人,1,SZXCTU,HU7751,E,20101114,人民币,560.0,50.0,70.0,0.0,618.0,62.0,17.0,45.0,618.0,0.0,BILL99YS-HUB2C,'2010111301521096,-,2010-11-13 14:51,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131504571453,880-2120817775,880-2120817775,JS3YJ,1,成人,1,PEKSZX,HU7701,Y,20101113,人民币,1750.0,50.0,70.0,0.0,1677.0,193.0,53.0,140.0,1677.0,0.0,BILL99YS-HUB2C,'2010111301521288,-,2010-11-13 15:07,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131503091404,880-2120817757,880-2120817757,TXDNW,1,成人,1,HAKSZX,HU7015,Q,20101114,人民币,410.0,50.0,40.0,0.0,476.0,24.0,12.0,12.0,476.0,0.0,BILL99YS-HUB2C,'2010111301521274,-,2010-11-13 15:07,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131606252789,880-2120819863,880-2120819863,JS0H3,1,成人,1,SZXHAK,HU7016,F,20101113,人民币,1380.0,50.0,40.0,0.0,1291.0,179.0,41.0,138.0,1291.0,0.0,BILL99YS-HUB2C,'2010111301522015,-,2010-11-13 16:08,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131606302791,880-2120819910,880-2120819910,HCK9Z,1,成人,1,SZXTYN,HU7326,E,20101116,人民币,620.0,50.0,70.0,0.0,671.0,69.0,19.0,50.0,671.0,0.0,BILL99YS-HUB2C,'2010111301522038,-,2010-11-13 16:10,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131610212865,880-2120819951,880-2120819951,D1H9J,1,成人,1,SZXHAK,HU7018,Q,20101118,人民币,410.0,50.0,40.0,0.0,455.0,45.0,12.0,33.0,455.0,0.0,BILL99YS-HUB2C,'2010111301522057,-,2010-11-13 16:11,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131623403163,880-2120820399,880-2120820399,FY13T,1,成人,1,SZXXIY,HU7884,U,20101115,人民币,730.0,50.0,70.0,0.0,770.0,80.0,22.0,58.0,770.0,0.0,BILL99YS-HUB2C,'2010111301522223,-,2010-11-13 16:26,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131625143199,880-2120820787,880-2120820790,FY384,4,成人,1,SZXTSN,HU7204,F,20101114,人民币,11120.0,200.0,280.0,0.0,10156.0,1444.0,332.0,1112.0,10156.0,0.0,BILL99YS-HUB2C,'2010111301522252,-,2010-11-13 16:36,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131654353758,880-2120821469,880-2120821469,WYX4R,1,成人,1,KWESZX,HU7742,F,20101113,人民币,1410.0,50.0,70.0,0.0,1389.0,141.0,42.0,99.0,1389.0,0.0,BILL99YS-HUB2C,'2010111301522598,-,2010-11-13 16:57,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131739494600,880-2120822830,880-2120822830,GEK6K,1,成人,1,SZXTNA,HU7715,E,20101115,人民币,680.0,50.0,70.0,0.0,726.0,74.0,20.0,54.0,726.0,0.0,BILL99YS-HUB2C,'2010111301523098,-,2010-11-13 17:42,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131749004758,880-2120823031,880-2120823031,VCTZQ,1,成人,1,SZXHAK,HU7018,L,20101113,人民币,520.0,50.0,40.0,0.0,552.0,58.0,16.0,42.0,552.0,0.0,BILL99YS-HUB2C,'2010111301523182,-,2010-11-13 17:50,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131800564943,880-2120823303,880-2120823304,BEW0D,2,成人,1,SZXTYN,HU7326,X,20101113,人民币,1560.0,100.0,140.0,0.0,1630.0,170.0,46.0,124.0,1630.0,0.0,BILL99YS-HUB2C,'2010111301523295,-,2010-11-13 18:03,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131802154958,880-2120823309,880-2120823310,EZQB9,2,成人,1,SZXCGO,HU7753,X,20101121,人民币,1420.0,100.0,140.0,0.0,1504.0,156.0,42.0,114.0,1504.0,0.0,BILL99YS-HUB2C,'2010111301523302,-,2010-11-13 18:03,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131810445099,880-2120823482,880-2120823483,FXMXH,2,成人,1,CTUSZX,HU7752,M,20101114,人民币,1980.0,100.0,140.0,0.0,2060.0,160.0,60.0,100.0,2060.0,0.0,BILL99YS-HUB2C,'2010111301523388,-,2010-11-13 18:12,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011131815205170,880-2120823572,880-2120823574,BEZ4B,3,成人,1,SZXPEK,HU7704,Y,20101114,人民币,5250.0,150.0,210.0,0.0,5031.0,579.0,159.0,420.0,5031.0,0.0,BILL99YS-HUB2C,'2010111301523419,-,2010-11-13 18:16,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011140840309471,880-2120828752,880-2120828756,W0NWG,5,成人,1,TNASZX,HU7716,X,20101115,人民币,4250.0,250.0,350.0,0.0,4420.0,430.0,130.0,300.0,4420.0,0.0,BILL99YS-HUB2C,'2010111401525363,-,2010-11-14 08:52,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011140842039496,880-2120828774,880-2120828774,LJ5NQ,1,成人,1,KWESZX,HU7742,X,20101120,人民币,470.0,50.0,70.0,0.0,548.0,42.0,14.0,28.0,548.0,0.0,BILL99YS-HUB2C,'2010111401525372,-,2010-11-14 08:53,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011140937341423,880-2120829726,880-2120829727,KLRHS,2,成人,1,CTUSZX,HU7752,M,20101114,人民币,1980.0,100.0,140.0,0.0,2060.0,160.0,60.0,100.0,2060.0,0.0,BILL99YS-HUB2C,'2010111401525815,-,2010-11-14 09:39,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011140938141432,880-2120829740,880-2120829743,LS31B,4,成人,1,SZXHAK,HU7018,B,20101114,人民币,2480.0,200.0,160.0,0.0,2564.0,276.0,76.0,200.0,2564.0,0.0,BILL99YS-HUB2C,'2010111401525820,-,2010-11-14 09:40,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011140941441508,880-2120829868,880-2120829869,WRTFY,2,成人,1,CTUSZX,HU7752,X,20101115,人民币,1420.0,100.0,140.0,0.0,1546.0,114.0,42.0,72.0,1546.0,0.0,BILL99YS-HUB2C,'2010111401525882,-,2010-11-14 09:45,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011140945231594,880-2120829895,880-2120829895,WYLQX,1,成人,1,KWESZX,HU7742,K,20101114,人民币,750.0,50.0,70.0,0.0,794.0,76.0,23.0,53.0,794.0,0.0,BILL99YS-HUB2C,'2010111401525897,-,2010-11-14 09:46,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141017262264,880-2120830780,880-2120830780,V49HQ,1,成人,1,PEKSZX,HU7701,Y,20101115,人民币,1750.0,50.0,70.0,0.0,1677.0,193.0,53.0,140.0,1677.0,0.0,BILL99YS-HUB2C,'2010111401526262,-,2010-11-14 10:18,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141024512468,880-2120831014,880-2120831014,YH2FD,1,成人,1,KWESZX,HU7742,K,20101114,人民币,750.0,50.0,70.0,0.0,794.0,76.0,23.0,53.0,794.0,0.0,BILL99YS-HUB2C,'2010111401526380,-,2010-11-14 10:25,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141034582734,880-2120831353,880-2120831353,ESHVX,1,成人,1,SZXTYN,HU7326,X,20101117,人民币,780.0,50.0,70.0,0.0,815.0,85.0,23.0,62.0,815.0,0.0,BILL99YS-HUB2C,'2010111401526510,-,2010-11-14 10:36,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141041272863,880-2120831542,880-2120831543,CTYE8,2,成人,1,CSXSZX,HU7186,L,20101115,人民币,1100.0,100.0,80.0,0.0,1190.0,90.0,34.0,56.0,1190.0,0.0,BILL99YS-HUB2C,'2010111401526585,-,2010-11-14 10:42,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141043552930,880-2120831665,880-2120831665,ESHK3,1,成人,1,CSXSZX,HU7186,Q,20101116,人民币,440.0,50.0,40.0,0.0,495.0,35.0,13.0,22.0,495.0,0.0,BILL99YS-HUB2C,'2010111401526640,-,2010-11-14 10:46,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141118493784,880-2120832753,880-2120832754,TDNK3,2,成人,1,PEKSZX,HU7703,F,20101117,人民币,8060.0,100.0,140.0,0.0,7414.0,886.0,242.0,644.0,7414.0,0.0,BILL99YS-HUB2C,'2010111401527063,-,2010-11-14 11:20,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141126133973,880-2120833017,880-2120833017,TDP17,1,成人,1,PEKSZX,HU7703,Y,20101115,人民币,1750.0,50.0,70.0,0.0,1677.0,193.0,53.0,140.0,1677.0,0.0,BILL99YS-HUB2C,'2010111401527150,-,2010-11-14 11:27,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141125403960,880-2120833014,880-2120833015,ZJFKM,2,成人,1,SZXSYX,HU7325,Y,20101117,人民币,1780.0,100.0,140.0,0.0,1824.0,196.0,54.0,142.0,1824.0,0.0,BILL99YS-HUB2C,'2010111401527142,-,2010-11-14 11:27,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141125213953,880-2120833084,880-2120833084,V0PR3,1,成人,1,SZXNGB,HU7721,F,20101115,人民币,1740.0,50.0,70.0,0.0,1634.0,226.0,52.0,174.0,1634.0,0.0,BILL99YS-HUB2C,'2010111401527133,-,2010-11-14 11:29,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141136094204,880-2120833328,880-2120833328,B0X01,1,成人,1,KWESZX,HU7742,B,20101114,人民币,850.0,50.0,70.0,0.0,884.0,86.0,26.0,60.0,884.0,0.0,BILL99YS-HUB2C,'2010111401527267,-,2010-11-14 11:37,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141140354321,880-2120833498,880-2120833498,KSJWQ,1,成人,1,CTUSZX,HU7752,Q,20101115,人民币,850.0,50.0,70.0,0.0,901.0,69.0,26.0,43.0,901.0,0.0,BILL99YS-HUB2C,'2010111401527328,-,2010-11-14 11:42,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141141304343,880-2120833505,880-2120833505,KSKPF,1,成人,1,LHWSZX,HU7743,B,20101115,人民币,1760.0,50.0,70.0,0.0,1757.0,123.0,53.0,70.0,1757.0,0.0,BILL99YS-HUB2C,'2010111401527340,-,2010-11-14 11:42,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141157354748,880-2120834039,880-2120834040,H8FN6,2,成人,1,TNASZX,HU7716,X,20101115,人民币,1700.0,100.0,140.0,0.0,1768.0,172.0,52.0,120.0,1768.0,0.0,BILL99YS-HUB2C,'2010111401527553,-,2010-11-14 11:58,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141204144919,880-2120834261,880-2120834262,ZHWMW,2,成人,1,SZXSHE,HU7729,Q,20101115,人民币,2740.0,100.0,140.0,0.0,2624.0,356.0,82.0,274.0,2624.0,0.0,BILL99YS-HUB2C,'2010111401527628,-,2010-11-14 12:05,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141209175025,880-2120834390,880-2120834391,LKVY9,2,成人,1,SZXTSN,HU7204,X,20101115,人民币,1860.0,100.0,140.0,0.0,1896.0,204.0,56.0,148.0,1896.0,0.0,BILL99YS-HUB2C,'2010111401527681,-,2010-11-14 12:11,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141212415107,880-2120834504,880-2120834504,LLNV2,1,成人,1,PEKSZX,HU7701,Y,20101117,人民币,1750.0,50.0,70.0,0.0,1677.0,193.0,53.0,140.0,1677.0,0.0,BILL99YS-HUB2C,'2010111401527721,-,2010-11-14 12:15,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141228435468,880-2120834918,880-2120834918,FKCK9,1,成人,1,CTUSZX,HU7752,M,20101114,人民币,990.0,50.0,70.0,0.0,1030.0,80.0,30.0,50.0,1030.0,0.0,BILL99YS-HUB2C,'2010111401527909,-,2010-11-14 12:30,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141335226764,880-2120836557,880-2120836557,XT82D,1,成人,1,LHWSZX,HU7743,M,20101117,人民币,1370.0,50.0,70.0,0.0,1394.0,96.0,41.0,55.0,1394.0,0.0,BILL99YS-HUB2C,'2010111401528546,-,2010-11-14 13:37,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141356207144,880-2120836999,880-2120836999,XTC1M,1,成人,1,CSXSZX,HU7186,L,20101115,人民币,550.0,50.0,40.0,0.0,595.0,45.0,17.0,28.0,595.0,0.0,BILL99YS-HUB2C,'2010111401528741,-,2010-11-14 13:56,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141416217489,880-2120837478,880-2120837478,KZBV1,1,成人,1,KWESZX,HU7742,M,20101115,人民币,660.0,50.0,70.0,0.0,714.0,66.0,20.0,46.0,714.0,0.0,BILL99YS-HUB2C,'2010111401528927,-,2010-11-14 14:18,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141611189699,880-2120840658,880-2120840659,ZK6RW,2,成人,1,NGBSZX,HU7314,Y,20101114,人民币,2320.0,100.0,140.0,0.0,2398.0,162.0,70.0,92.0,2398.0,0.0,BILL99YS-HUB2C,'2010111401530058,-,2010-11-14 16:13,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141612579736,880-2120840661,880-2120840661,W5DMZ,1,成人,1,URCSZX,HU7743,Y,20101115,人民币,2840.0,50.0,70.0,0.0,2733.0,227.0,85.0,142.0,2733.0,0.0,BILL99YS-HUB2C,'2010111401530065,-,2010-11-14 16:14,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141623049923,880-2120840883,880-2120840883,C8747,1,成人,1,SZXHAK,HU7044,Q,20101116,人民币,410.0,50.0,40.0,0.0,455.0,45.0,12.0,33.0,455.0,0.0,BILL99YS-HUB2C,'2010111401530174,-,2010-11-14 16:24,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141634431147,880-2120841252,880-2120841253,K68X8,2,成人,1,SZXHAK,HU7018,B,20101114,人民币,1240.0,100.0,80.0,0.0,1282.0,138.0,38.0,100.0,1282.0,0.0,BILL99YS-HUB2C,'2010111401530309,-,2010-11-14 16:36,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141642341289,880-2120841430,880-2120841430,HZ169,1,成人,1,PEKSZX,HU7701,Y,20101115,人民币,1750.0,50.0,70.0,0.0,1677.0,193.0,53.0,140.0,1677.0,0.0,BILL99YS-HUB2C,'2010111401530382,-,2010-11-14 16:43,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141645411336,880-2120841503,880-2120841503,VTE79,1,成人,1,SZXSHE,HU7729,X,20101118,人民币,1140.0,50.0,70.0,0.0,1135.0,125.0,34.0,91.0,1135.0,0.0,BILL99YS-HUB2C,'2010111401530412,-,2010-11-14 16:47,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141720191896,880-2120842347,880-2120842347,DEVZG,1,成人,1,PEKSZX,HU7703,F,20101115,人民币,4030.0,50.0,70.0,0.0,3707.0,443.0,121.0,322.0,3707.0,0.0,BILL99YS-HUB2C,'2010111401530724,-,2010-11-14 17:23,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141721431921,880-2120842364,880-2120842364,HS5VM,1,成人,1,SZXHAK,HU7018,B,20101114,人民币,620.0,50.0,40.0,0.0,641.0,69.0,19.0,50.0,641.0,0.0,BILL99YS-HUB2C,'2010111401530730,-,2010-11-14 17:24,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141737102169,880-2120842637,880-2120842638,XHZEH,2,成人,1,CTUSZX,HU7752,Q,20101116,人民币,1700.0,100.0,140.0,0.0,1802.0,138.0,52.0,86.0,1802.0,0.0,BILL99YS-HUB2C,'2010111401530860,-,2010-11-14 17:39,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011141753402404,880-2120842924,880-2120842924,CTQ2J,1,成人,1,PEKSZX,HU7701,Y,20101115,人民币,1750.0,50.0,70.0,0.0,1677.0,193.0,53.0,140.0,1677.0,0.0,BILL99YS-HUB2C,'2010111401530987,-,2010-11-14 17:55,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151024159830,880-2120851612,880-2120851612,KYF9L,1,成人,1,SZXWUH,HU7729,X,20101126,人民币,490.0,50.0,70.0,0.0,556.0,54.0,15.0,39.0,556.0,0.0,BILL99YS-HUB2C,'2010111501534488,-,2010-11-15 10:25,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151025459891,880-2120851692,880-2120851692,WQZ80,1,成人,1,SZXPEK,HU7702,Q,20101115,人民币,1050.0,50.0,70.0,0.0,1054.0,116.0,32.0,84.0,1054.0,0.0,BILL99YS-HUB2C,'2010111501534517,-,2010-11-15 10:27,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151047481689,880-2120853255,880-2120853255,BDRK8,1,成人,1,SZXTSN,HU7204,X,20101115,人民币,930.0,50.0,70.0,0.0,948.0,102.0,28.0,74.0,948.0,0.0,BILL99YS-HUB2C,'2010111501535044,-,2010-11-15 10:55,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151055262010,880-2120853317,880-2120853317,D8J2M,1,成人,1,CTUSZX,HU7328,X,20101116,人民币,710.0,50.0,70.0,0.0,773.0,57.0,21.0,36.0,773.0,0.0,BILL99YS-HUB2C,'2010111501535071,-,2010-11-15 10:56,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151056292053,880-2120853417,880-2120853417,CZEPR,1,成人,1,NGBSZX,HU7722,M,20101116,人民币,810.0,50.0,70.0,0.0,874.0,56.0,24.0,32.0,874.0,0.0,BILL99YS-HUB2C,'2010111501535113,-,2010-11-15 10:58,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151059342193,880-2120853611,880-2120853611,GZ3HD,1,成人,1,SZXCSX,HU7185,X,20101118,人民币,370.0,50.0,40.0,0.0,419.0,41.0,11.0,30.0,419.0,0.0,BILL99YS-HUB2C,'2010111501535187,-,2010-11-15 11:01,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151104322393,880-2120853816,880-2120853817,BG8LN,2,成人,1,CTUSZX,HU7752,X,20101120,人民币,1420.0,100.0,140.0,0.0,1546.0,114.0,42.0,72.0,1546.0,0.0,BILL99YS-HUB2C,'2010111501535269,-,2010-11-15 11:05,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151117482864,880-2120854460,880-2120854462,FW8XQ,3,成人,1,SZXHAK,HU7018,H,20101115,人民币,1770.0,150.0,120.0,0.0,1845.0,195.0,54.0,141.0,1845.0,0.0,BILL99YS-HUB2C,'2010111501535517,-,2010-11-15 11:19,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151119052914,880-2120854509,880-2120854509,TP1XN,1,成人,1,CTUSZX,HU7328,X,20101116,人民币,710.0,50.0,70.0,0.0,773.0,57.0,21.0,36.0,773.0,0.0,BILL99YS-HUB2C,'2010111501535537,-,2010-11-15 11:20,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011151129153326,880-2120855031,880-2120855031,D57QP,1,成人,1,CTUSZX,HU7328,X,20101117,人民币,710.0,50.0,70.0,0.0,773.0,57.0,21.0,36.0,773.0,0.0,BILL99YS-HUB2C,'2010111501535767,-,2010-11-15 11:30,B@TAISHEN888,B@TAISHEN888,购票,-,-
