海南航空股份有限公司电子客票出票报表
单位名称:,珠海泰申发展有限公司
第一部分:,销售明细
销售日期:,2010-11-01至2010-11-29

交易编号,起始票号,终止票号,PNR,人数,旅客类型,航段数,航段,航班号,舱位,航班日期,币种,票面金额,机场税,燃油税,其它税,票款总额,代理费,基础代理费,附加代理费,银行支付金额,E付卡支付金额,支付银行,银行订单号,E付卡支付订单号,出票时间,销售人ID,出票人ID,出票类型,原起始票号,原终止票号
'201011061442173645,880-2120597283,880-2120597286,KCJBH,4,成人,1,SZXXIY,HU7874,E,20101128,人民币,2600.0,200.0,280.0,0.0,2792.0,288.0,80.0,208.0,2792.0,0.0,BILL99YS-HUB2C,'2010110601434074,-,2010-11-06 14:45,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011061443203667,880-2120597305,880-2120597311,ENRRS,7,成人,1,SZXXIY,HU7874,E,20101128,人民币,4550.0,350.0,490.0,0.0,4886.0,504.0,140.0,364.0,4886.0,0.0,BILL99YS-HUB2C,'2010110601434096,-,2010-11-06 14:46,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011061518204405,880-2120598391,880-2120598394,ZYW8S,4,成人,1,SZXXIY,HU7874,U,20101128,人民币,2920.0,200.0,280.0,0.0,3080.0,320.0,88.0,232.0,3080.0,0.0,BILL99YS-HUB2C,'2010110601434490,-,2010-11-06 15:19,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011061521284488,880-2120598572,880-2120598572,HRXE8,1,成人,1,SZXXIY,HU7874,U,20101128,人民币,730.0,50.0,70.0,0.0,770.0,80.0,22.0,58.0,770.0,0.0,BILL99YS-HUB2C,'2010110601434550,-,2010-11-06 15:23,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011061518564423,880-2120598620,880-2120598621,HRWH7,2,成人,1,SZXXIY,HU7872,E,20101107,人民币,1300.0,100.0,140.0,0.0,1396.0,144.0,40.0,104.0,1396.0,0.0,BILL99YS-HUB2C,'2010110601434576,-,2010-11-06 15:24,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011061518254408,880-2120598724,880-2120598727,GTEFH,4,成人,1,SZXXIY,HU7874,U,20101128,人民币,2920.0,200.0,280.0,0.0,3080.0,320.0,88.0,232.0,3080.0,0.0,BILL99YS-HUB2C,'2010110601434513,-,2010-11-06 15:28,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011061519074427,880-2120598776,880-2120598779,ZYXK0,4,成人,1,SZXXIY,HU7874,U,20101128,人民币,2920.0,200.0,280.0,0.0,3080.0,320.0,88.0,232.0,3080.0,0.0,BILL99YS-HUB2C,'2010110601434649,-,2010-11-06 15:29,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011061530134700,880-2120598872,880-2120598876,G0X5P,5,成人,1,SZXXIY,HU7874,X,20101128,人民币,4100.0,250.0,350.0,0.0,4245.0,455.0,125.0,330.0,4245.0,0.0,BILL99YS-HUB2C,'2010110601434693,-,2010-11-06 15:32,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011061531414737,880-2120598942,880-2120598945,HBYLK,4,成人,1,SZXXIY,HU7874,X,20101128,人民币,3280.0,200.0,280.0,0.0,3396.0,364.0,100.0,264.0,3396.0,0.0,BILL99YS-HUB2C,'2010110601434722,-,2010-11-06 15:33,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011061630366065,880-2120600877,880-2120600877,CQK2K,1,成人,1,SZXHAK,HU7018,X,20101108,人民币,350.0,50.0,40.0,0.0,401.0,39.0,11.0,28.0,401.0,0.0,ICBCB2C-HUB2C,'2010110603087231,-,2010-11-06 16:32,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011061706586861,880-2120602090,880-2120602091,K7R9T,2,成人,1,SZXNGB,HU7313,M,20101108,人民币,1620.0,100.0,140.0,0.0,1682.0,178.0,48.0,130.0,1682.0,0.0,BILL99YS-HUB2C,'2010110601435996,-,2010-11-06 17:09,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011061719037095,880-2120602459,880-2120602459,K7VPW,1,成人,1,TYNCAN,HU7379,E,20101108,人民币,570.0,50.0,70.0,0.0,644.0,46.0,17.0,29.0,644.0,0.0,BILL99YS-HUB2C,'2010110601436137,-,2010-11-06 17:23,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011061732567368,880-2120602989,880-2120602989,CLGBH,1,成人,1,LHWSZX,HU7743,B,20101107,人民币,1760.0,50.0,70.0,0.0,1757.0,123.0,53.0,70.0,1757.0,0.0,BILL99YS-HUB2C,'2010110601436343,-,2010-11-06 17:40,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011061802077929,880-2120603618,880-2120603618,BMPXB,1,成人,1,CTUSZX,HU7328,M,20101108,人民币,990.0,50.0,70.0,0.0,1030.0,80.0,30.0,50.0,1030.0,0.0,BILL99YS-HUB2C,'2010110601436637,-,2010-11-06 18:03,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011061816188136,880-2120603952,880-2120603952,FZBE1,1,成人,1,SZXPEK,HU7702,L,20101107,人民币,1310.0,50.0,70.0,0.0,1286.0,144.0,39.0,105.0,1286.0,0.0,BILL99YS-HUB2C,'2010110601436781,-,2010-11-06 18:20,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011062144241554,880-2120606753,880-2120606754,YH96V,2,成人,1,XIYSZX,HU7883,X,20101107,人民币,1640.0,100.0,140.0,0.0,1748.0,132.0,50.0,82.0,1748.0,0.0,BILL99YS-HUB2C,'2010110601438021,-,2010-11-06 21:46,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011070842083509,880-2120608879,880-2120608879,DJMQX,1,成人,1,LHWSZX,HU7743,B,20101107,人民币,1760.0,50.0,70.0,0.0,1757.0,123.0,53.0,70.0,1757.0,0.0,BILL99YS-HUB2C,'2010110701438876,-,2010-11-07 08:44,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011070850523644,880-2120609214,880-2120609214,WEN6T,1,成人,1,TNASZX,HU7716,Q,20101107,人民币,1020.0,50.0,70.0,0.0,1038.0,102.0,31.0,71.0,1038.0,0.0,BILL99YS-HUB2C,'2010110701439015,-,2010-11-07 09:01,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011071116006844,880-2120613256,880-2120613256,KDE6D,1,成人,1,NGBSZX,HU7722,Y,20101107,人民币,1160.0,50.0,70.0,0.0,1199.0,81.0,35.0,46.0,1199.0,0.0,BILL99YS-HUB2C,'2010110701440861,-,2010-11-07 11:21,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011071129487215,880-2120613662,880-2120613662,C2PT9,1,成人,1,NGBSZX,HU7722,H,20101108,人民币,990.0,50.0,70.0,0.0,1040.0,70.0,30.0,40.0,1040.0,0.0,BILL99YS-HUB2C,'2010110701441010,-,2010-11-07 11:31,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011071131577273,880-2120613720,880-2120613720,WHHRV,1,成人,1,NGBSZX,HU7722,B,20101107,人民币,1040.0,50.0,70.0,0.0,1087.0,73.0,31.0,42.0,1087.0,0.0,BILL99YS-HUB2C,'2010110701441035,-,2010-11-07 11:33,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011071247488903,880-2120615886,880-2120615886,FEHGX,1,成人,1,LHWSZX,HU7743,X,20101110,人民币,980.0,50.0,70.0,0.0,1032.0,68.0,29.0,39.0,1032.0,0.0,BILL99YS-HUB2C,'2010110701441930,-,2010-11-07 12:49,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011071321079518,880-2120617016,880-2120617017,F2K5E,2,成人,1,CTUSZX,HU7752,M,20101107,人民币,1980.0,100.0,140.0,0.0,2060.0,160.0,60.0,100.0,2060.0,0.0,BILL99YS-HUB2C,'2010110701442398,-,2010-11-07 13:35,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011071344081010,880-2120617338,880-2120617338,TJSFY,1,成人,1,NKGSZX,HU7764,B,20101108,人民币,1240.0,50.0,70.0,0.0,1249.0,111.0,37.0,74.0,1249.0,0.0,BILL99YS-HUB2C,'2010110701442514,-,2010-11-07 13:45,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011071416121591,880-2120618297,880-2120618298,FG9TN,2,成人,1,XIYSZX,HU7873,U,20101107,人民币,1460.0,100.0,140.0,0.0,1582.0,118.0,44.0,74.0,1582.0,0.0,BILL99YS-HUB2C,'2010110701442855,-,2010-11-07 14:18,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011071431581913,880-2120619284,880-2120619285,FVX6G,2,成人,1,SZXDLC,HU7717,M,20101108,人民币,2860.0,100.0,140.0,0.0,2786.0,314.0,86.0,228.0,2786.0,0.0,BILL99YS-HUB2C,'2010110701443300,-,2010-11-07 14:56,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011071437032023,880-2120619307,880-2120619307,FVWQZ,1,成人,1,CTUSZX,HU7752,K,20101107,人民币,1130.0,50.0,70.0,0.0,1159.0,91.0,34.0,57.0,1159.0,0.0,BILL99YS-HUB2C,'2010110701443310,-,2010-11-07 14:57,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011071456212362,880-2120619365,880-2120619366,WRTC1,2,成人,1,CSXSZX,HU7186,L,20101108,人民币,1100.0,100.0,80.0,0.0,1190.0,90.0,34.0,56.0,1190.0,0.0,BILL99YS-HUB2C,'2010110701443338,-,2010-11-07 15:00,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011071631024041,880-2120621771,880-2120621771,XK3WR,1,成人,1,CTUSZX,HU7752,F,20101107,人民币,2120.0,50.0,70.0,0.0,2049.0,191.0,64.0,127.0,2049.0,0.0,BILL99YS-HUB2C,'2010110701444319,-,2010-11-07 16:35,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011071635074119,880-2120621795,880-2120621795,XK3QQ,1,成人,1,CTUSZX,HU7752,K,20101107,人民币,1130.0,50.0,70.0,0.0,1159.0,91.0,34.0,57.0,1159.0,0.0,BILL99YS-HUB2C,'2010110701444333,-,2010-11-07 16:36,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011071636004133,880-2120621816,880-2120621817,L8BG3,2,成人,1,PEKSZX,HU7703,K,20101108,人民币,2800.0,100.0,140.0,0.0,2760.0,280.0,84.0,196.0,2760.0,0.0,BILL99YS-HUB2C,'2010110701444347,-,2010-11-07 16:37,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011071700074539,880-2120622371,880-2120622371,BE52M,1,成人,1,PEKSZX,HU7701,K,20101108,人民币,1400.0,50.0,70.0,0.0,1380.0,140.0,42.0,98.0,1380.0,0.0,BILL99YS-HUB2C,'2010110701444573,-,2010-11-07 17:01,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011071712494711,880-2120622624,880-2120622624,TD5RP,1,成人,1,XIYSZX,HU7883,E,20101112,人民币,650.0,50.0,70.0,0.0,717.0,53.0,20.0,33.0,717.0,0.0,BILL99YS-HUB2C,'2010110701444685,-,2010-11-07 17:14,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011071717324796,880-2120622689,880-2120622689,GMCFC,1,成人,1,LHWSZX,HU7743,X,20101110,人民币,980.0,50.0,70.0,0.0,1032.0,68.0,29.0,39.0,1032.0,0.0,BILL99YS-HUB2C,'2010110701444723,-,2010-11-07 17:18,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011071751235317,880-2120623426,880-2120623427,WREYK,2,成人,1,CANPEK,HU7802,K,20101107,人民币,2720.0,100.0,140.0,0.0,2660.0,300.0,82.0,218.0,2660.0,0.0,BILL99YS-HUB2C,'2010110701445042,-,2010-11-07 17:55,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011071752265334,880-2120623458,880-2120623458,T89DV,1,成人,1,CANKWE,HU7271,X,20101108,人民币,430.0,50.0,70.0,0.0,503.0,47.0,13.0,34.0,503.0,0.0,BILL99YS-HUB2C,'2010110701445051,-,2010-11-07 17:56,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011071753195344,880-2120623474,880-2120623474,FBF4X,1,成人,1,CANTSN,HU7202,X,20101109,人民币,850.0,50.0,70.0,0.0,884.0,86.0,26.0,60.0,884.0,0.0,BILL99YS-HUB2C,'2010110701445059,-,2010-11-07 17:57,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011071810245602,880-2120623717,880-2120623717,XGMNG,1,成人,1,LHWSZX,HU7743,L,20101108,人民币,1470.0,50.0,70.0,0.0,1487.0,103.0,44.0,59.0,1487.0,0.0,BILL99YS-HUB2C,'2010110701445173,-,2010-11-07 18:11,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011071816285674,880-2120623818,880-2120623818,ZXHTW,1,成人,1,CSXSZX,HU7186,L,20101108,人民币,550.0,50.0,40.0,0.0,595.0,45.0,17.0,28.0,595.0,0.0,BILL99YS-HUB2C,'2010110701445217,-,2010-11-07 18:18,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011071837215964,880-2120624160,880-2120624162,VMXW0,3,成人,1,PEKSZX,HU7703,K,20101108,人民币,4200.0,150.0,210.0,0.0,4140.0,420.0,126.0,294.0,4140.0,0.0,BILL99YS-HUB2C,'2010110701445375,-,2010-11-07 18:39,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011071905026270,880-2120624522,880-2120624522,L4BE0,1,成人,1,CSXSZX,HU7186,M,20101109,人民币,510.0,50.0,40.0,0.0,559.0,41.0,15.0,26.0,559.0,0.0,BILL99YS-HUB2C,'2010110701445526,-,2010-11-07 19:08,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011071917546425,880-2120624687,880-2120624688,J41K0,2,成人,1,PEKSZX,HU7703,K,20101111,人民币,2800.0,100.0,140.0,0.0,2760.0,280.0,84.0,196.0,2760.0,0.0,BILL99YS-HUB2C,'2010110701445613,-,2010-11-07 19:19,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011080937102403,880-2120630449,880-2120630449,TXMNN,1,成人,1,SZXPEK,HU7702,K,20101111,人民币,1400.0,50.0,70.0,0.0,1366.0,154.0,42.0,112.0,1366.0,0.0,BILL99YS-HUB2C,'2010110801448089,-,2010-11-08 09:41,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011080940012491,880-2120630561,880-2120630561,F6818,1,成人,1,SZXCGO,HU7753,K,20101108,人民币,1130.0,50.0,70.0,0.0,1126.0,124.0,34.0,90.0,1126.0,0.0,BILL99YS-HUB2C,'2010110801448184,-,2010-11-08 09:43,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081016313690,880-2120632088,880-2120632089,TSJQ4,2,成人,1,LHWSZX,HU7743,X,20101112,人民币,1960.0,100.0,140.0,0.0,2064.0,136.0,58.0,78.0,2064.0,0.0,BILL99YS-HUB2C,'2010110801448863,-,2010-11-08 10:19,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081017173721,880-2120632595,880-2120632595,F666H,1,成人,1,LHWSZX,HU7743,F,20101108,人民币,2940.0,50.0,70.0,0.0,2796.0,264.0,88.0,176.0,2796.0,0.0,BILL99YS-HUB2C,'2010110801448890,-,2010-11-08 10:29,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081034444390,880-2120632919,880-2120632919,TSKD2,1,成人,1,XIYSZX,HU7883,U,20101114,人民币,730.0,50.0,70.0,0.0,791.0,59.0,22.0,37.0,791.0,0.0,BILL99YS-HUB2C,'2010110801449218,-,2010-11-08 10:37,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081035454434,880-2120632983,880-2120632983,C7FYT,1,成人,1,NGBSZX,HU7314,Q,20101108,人民币,700.0,50.0,70.0,0.0,771.0,49.0,21.0,28.0,771.0,0.0,BILL99YS-HUB2C,'2010110801449257,-,2010-11-08 10:38,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081041144636,880-2120633176,880-2120633176,HCNQQ,1,成人,1,NGBSZX,HU7722,L,20101110,人民币,870.0,50.0,70.0,0.0,929.0,61.0,26.0,35.0,929.0,0.0,BILL99YS-HUB2C,'2010110801449342,-,2010-11-08 10:42,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081054505171,880-2120633904,880-2120633904,BPQBC,1,成人,1,XIYSZX,HU7871,E,20101118,人民币,650.0,50.0,70.0,0.0,717.0,53.0,20.0,33.0,717.0,0.0,BILL99YS-HUB2C,'2010110801449660,-,2010-11-08 10:56,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081108325697,880-2120634688,880-2120634688,WBSV9,1,成人,1,NGBSZX,HU7314,K,20101112,人民币,930.0,50.0,70.0,0.0,985.0,65.0,28.0,37.0,985.0,0.0,BILL99YS-HUB2C,'2010110801449986,-,2010-11-08 11:12,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081118366127,880-2120635268,880-2120635268,CKX0H,1,成人,1,NGBSZX,HU7722,L,20101110,人民币,870.0,50.0,70.0,0.0,929.0,61.0,26.0,35.0,929.0,0.0,BILL99YS-HUB2C,'2010110801450213,-,2010-11-08 11:22,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081121256215,880-2120635312,880-2120635312,JN53Z,1,成人,1,NGBSZX,HU7722,B,20101112,人民币,1040.0,50.0,70.0,0.0,1087.0,73.0,31.0,42.0,1087.0,0.0,BILL99YS-HUB2C,'2010110801450244,-,2010-11-08 11:23,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081121026203,880-2120635369,880-2120635372,BPNMQ,4,成人,1,TNASZX,HU7716,F,20101111,人民币,10200.0,200.0,280.0,0.0,9656.0,1024.0,308.0,716.0,9656.0,0.0,BILL99YS-HUB2C,'2010110801450270,-,2010-11-08 11:24,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081126326433,880-2120635596,880-2120635596,HP8JC,1,成人,1,TSNSZX,HU7203,Q,20101110,人民币,1110.0,50.0,70.0,0.0,1119.0,111.0,33.0,78.0,1119.0,0.0,BILL99YS-HUB2C,'2010110801450345,-,2010-11-08 11:28,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081132266687,880-2120635958,880-2120635959,E2F32,2,成人,1,NGBSZX,HU7722,M,20101108,人民币,1620.0,100.0,140.0,0.0,1748.0,112.0,48.0,64.0,1748.0,0.0,BILL99YS-HUB2C,'2010110801450503,-,2010-11-08 11:34,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081140457027,880-2120636370,880-2120636371,FG72Q,2,成人,1,XIYSZX,HU7883,E,20101109,人民币,1300.0,100.0,140.0,0.0,1434.0,106.0,40.0,66.0,1434.0,0.0,BILL99YS-HUB2C,'2010110801450679,-,2010-11-08 11:41,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081142497099,880-2120636577,880-2120636577,FG51T,1,成人,1,SZXTYN,HU7326,U,20101108,人民币,700.0,50.0,70.0,0.0,743.0,77.0,21.0,56.0,743.0,0.0,BILL99YS-HUB2C,'2010110801450742,-,2010-11-08 11:44,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081155067575,880-2120637225,880-2120637227,CC5YS,3,成人,1,SZXTYN,HU7326,F,20101108,人民币,6990.0,150.0,210.0,0.0,6441.0,909.0,210.0,699.0,6441.0,0.0,BILL99YS-HUB2C,'2010110801451003,-,2010-11-08 11:56,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081150247403,880-2120637217,880-2120637217,WHF84,1,成人,1,NGBSZX,HU7314,Q,20101108,人民币,700.0,50.0,70.0,0.0,771.0,49.0,21.0,28.0,771.0,0.0,BILL99YS-HUB2C,'2010110801450978,-,2010-11-08 11:56,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081155507601,880-2120637412,880-2120637414,GF5GW,3,成人,1,SZXTYN,HU7326,U,20101108,人民币,2100.0,150.0,210.0,0.0,2229.0,231.0,63.0,168.0,2229.0,0.0,BILL99YS-HUB2C,'2010110801451084,-,2010-11-08 11:59,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081214298260,880-2120638187,880-2120638187,GF5S4,1,成人,1,SZXPEK,HU7704,Q,20101114,人民币,1050.0,50.0,70.0,0.0,1054.0,116.0,32.0,84.0,1054.0,0.0,BILL99YS-HUB2C,'2010110801451403,-,2010-11-08 12:16,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081215228289,880-2120638277,880-2120638277,XYTD2,1,成人,1,NGBSZX,HU7314,K,20101114,人民币,930.0,50.0,70.0,0.0,985.0,65.0,28.0,37.0,985.0,0.0,BILL99YS-HUB2C,'2010110801451440,-,2010-11-08 12:18,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081221488488,880-2120638524,880-2120638524,HP9NC,1,成人,1,URCSZX,HU7743,X,20101115,人民币,1420.0,50.0,70.0,0.0,1398.0,142.0,43.0,99.0,1398.0,0.0,BILL99YS-HUB2C,'2010110801451542,-,2010-11-08 12:23,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081243199182,880-2120640007,880-2120640010,CH043,4,成人,1,XIYSZX,HU7883,E,20101111,人民币,2600.0,200.0,280.0,0.0,2868.0,212.0,80.0,132.0,2868.0,0.0,BILL99YS-HUB2C,'2010110801451956,-,2010-11-08 12:57,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081250509422,880-2120640041,880-2120640041,EL5HP,1,成人,1,XIYSZX,HU7883,E,20101113,人民币,650.0,50.0,70.0,0.0,717.0,53.0,20.0,33.0,717.0,0.0,BILL99YS-HUB2C,'2010110801452165,-,2010-11-08 12:58,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081252359483,880-2120640042,880-2120640042,FB239,1,成人,1,SZXPEK,HU7704,Y,20101109,人民币,1750.0,50.0,70.0,0.0,1677.0,193.0,53.0,140.0,1677.0,0.0,BILL99YS-HUB2C,'2010110801452163,-,2010-11-08 12:58,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081257329634,880-2120640870,880-2120640870,DQPE6,1,成人,1,NGBSZX,HU7314,Q,20101109,人民币,700.0,50.0,70.0,0.0,771.0,49.0,21.0,28.0,771.0,0.0,BILL99YS-HUB2C,'2010110801452181,-,2010-11-08 13:18,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081304029860,880-2120640909,880-2120640909,FB2HE,1,成人,1,SZXHAK,HU7016,X,20101127,人民币,350.0,50.0,40.0,0.0,401.0,39.0,11.0,28.0,401.0,0.0,BILL99YS-HUB2C,'2010110801452495,-,2010-11-08 13:19,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081315171173,880-2120640983,880-2120640984,BGXJP,2,成人,1,CSXSZX,HU7186,F,20101109,人民币,2200.0,100.0,80.0,0.0,2182.0,198.0,66.0,132.0,2182.0,0.0,BILL99YS-HUB2C,'2010110801452532,-,2010-11-08 13:21,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081309361008,880-2120641027,880-2120641027,XXEW5,1,成人,1,XIYSZX,HU7871,E,20101111,人民币,650.0,50.0,70.0,0.0,717.0,53.0,20.0,33.0,717.0,0.0,BILL99YS-HUB2C,'2010110801452549,-,2010-11-08 13:22,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081325101454,880-2120641250,880-2120641250,FR8DS,1,成人,1,SZXTYN,HU7326,M,20101108,人民币,1090.0,50.0,70.0,0.0,1090.0,120.0,33.0,87.0,1090.0,0.0,BILL99YS-HUB2C,'2010110801452605,-,2010-11-08 13:28,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081331331633,880-2120641574,880-2120641575,TXXF5,2,成人,1,CTUSZX,HU7752,Q,20101108,人民币,1700.0,100.0,140.0,0.0,1802.0,138.0,52.0,86.0,1802.0,0.0,BILL99YS-HUB2C,'2010110801452726,-,2010-11-08 13:38,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081352462281,880-2120642285,880-2120642285,V36ZN,1,成人,1,SZXHAK,HU7044,X,20101109,人民币,350.0,50.0,40.0,0.0,401.0,39.0,11.0,28.0,401.0,0.0,BILL99YS-HUB2C,'2010110801453049,-,2010-11-08 13:53,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081402302585,880-2120642683,880-2120642683,D06KQ,1,成人,1,LHWSZX,HU7743,L,20101109,人民币,1470.0,50.0,70.0,0.0,1487.0,103.0,44.0,59.0,1487.0,0.0,BILL99YS-HUB2C,'2010110801453196,-,2010-11-08 14:03,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081416063070,880-2120643456,880-2120643456,GRQQK,1,成人,1,SZXSYX,HU7325,Y,20101109,人民币,890.0,50.0,70.0,0.0,912.0,98.0,27.0,71.0,912.0,0.0,BILL99YS-HUB2C,'2010110801453525,-,2010-11-08 14:20,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081421393275,880-2120644057,880-2120644057,EP3M8,1,成人,1,SZXXIY,HU7874,F,20101108,人民币,2450.0,50.0,70.0,0.0,2251.0,319.0,74.0,245.0,2251.0,0.0,BILL99YS-HUB2C,'2010110801453590,-,2010-11-08 14:33,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081438213872,880-2120644353,880-2120644353,GRQT7,1,成人,1,SZXKWE,HU7741,Q,20101109,人民币,560.0,50.0,70.0,0.0,618.0,62.0,17.0,45.0,618.0,0.0,BILL99YS-HUB2C,'2010110801453903,-,2010-11-08 14:40,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081446014137,880-2120644721,880-2120644721,TKX7Y,1,成人,1,WUHSZX,HU7730,Y,20101108,人民币,980.0,50.0,70.0,0.0,1012.0,88.0,29.0,59.0,1012.0,0.0,BILL99YS-HUB2C,'2010110801454023,-,2010-11-08 14:47,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081500324725,880-2120645539,880-2120645539,CGTTH,1,成人,1,NKGSZX,HU7764,M,20101110,人民币,970.0,50.0,70.0,0.0,1003.0,87.0,29.0,58.0,1003.0,0.0,BILL99YS-HUB2C,'2010110801454364,-,2010-11-08 15:01,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081502294797,880-2120645668,880-2120645669,B1D07,2,成人,1,SZXNGB,HU7313,X,20101109,人民币,1160.0,100.0,140.0,0.0,1274.0,126.0,34.0,92.0,1274.0,0.0,BILL99YS-HUB2C,'2010110801454401,-,2010-11-08 15:03,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081526265659,880-2120646846,880-2120646848,BBJV5,3,成人,1,LHWSZX,HU7743,Q,20101111,人民币,3540.0,150.0,210.0,0.0,3654.0,246.0,105.0,141.0,3654.0,0.0,BILL99YS-HUB2C,'2010110801454907,-,2010-11-08 15:27,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081531515882,880-2120647407,880-2120647407,LVE5Q,1,成人,1,URCSZX,HU7743,X,20101112,人民币,1420.0,50.0,70.0,0.0,1398.0,142.0,43.0,99.0,1398.0,0.0,BILL99YS-HUB2C,'2010110801455013,-,2010-11-08 15:36,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081554336727,880-2120648578,880-2120648579,B6EFY,2,成人,1,SZXDLC,HU7717,E,20101111,人民币,1640.0,100.0,140.0,0.0,1698.0,182.0,50.0,132.0,1698.0,0.0,BILL99YS-HUB2C,'2010110801455525,-,2010-11-08 15:57,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081605277105,880-2120649188,880-2120649188,JE02T,1,成人,1,SZXTAO,HU7721,Q,20101110,人民币,1100.0,50.0,70.0,0.0,1099.0,121.0,33.0,88.0,1099.0,0.0,BILL99YS-HUB2C,'2010110801455755,-,2010-11-08 16:09,B@TAISHEN888,B@TAISHEN888,购票,-,-
'201011081609017240,880-2120649321,880-2120649321,KJCD7,1,成人,1,NGBSZX,HU7314,Q,20101116,人民币,700.0,50.0,70.0,0.0,771.0,49.0,21.0,28.0,771.0,0.0,BILL99YS-HUB2C,'2010110801455811,-,2010-11-08 16:12,B@TAISHEN888,B@TAISHEN888,购票,-,-
